CD_ITEM,PESO_ITEM,GORDURA_ITEM,VISIBILIDADE_ITEM,TIPO_ITEM,MRP_ITEM,ID_OUTLET,ANO_ABERTURA_OUTLET,TAMANHO_OUTLET,LOCAL_OUTLET,TIPO_OUTLET,VENDAS_OUTLET
FDP28,13.65,Normal,0.08062523,Congelados,259.6936,OUT035,2004,Pequeno,Local 2,Tipo 1,2087.9488
DRZ24,7.535,Low Fat,0.081787519,Refrigerantes,120.844,OUT046,1997,Pequeno,Local 1,Tipo 1,2157.192
FDI21,5.59,Normal,0.056602818,Snacks,63.2168,OUT046,1997,Pequeno,Local 1,Tipo 1,1725.7536
FDZ43,11.0,Normal,0.057047756,Frutas e Verduras,240.4512,OUT035,2004,Pequeno,Local 2,Tipo 1,7028.1848
FDI57,19.85,Low Fat,0.05410964,Frutos do mar,195.0768,OUT049,1999,Médio,Local 1,Tipo 1,1970.7679999999998
FDF29,15.1,Normal,0.020015391,Congelados,128.83100000000002,OUT018,2009,Médio,Local 3,Tipo 2,1817.634
FDU02,13.35,Low Fat,0.102426197,Laticínios,230.6352,OUT013,1987,Grande,Local 3,Tipo 1,5725.88
FDD23,9.5,Normal,0.048761223,Alimentos com amido,186.5898,OUT049,1999,Médio,Local 1,Tipo 1,5238.5144
FDN04,11.8,Normal,0.0,Congelados,179.2344,OUT035,2004,Pequeno,Local 2,Tipo 1,2141.2128
FDG29,17.6,Low Fat,0.056281276,Congelados,40.3454,OUT035,2004,Pequeno,Local 2,Tipo 1,796.9626
FDB53,13.35,Low Fat,0.139669224,Congelados,147.6392,OUT049,1999,Médio,Local 1,Tipo 1,1938.8096
FDP57,17.5,Low Fat,0.0,Snacks,102.999,OUT046,1997,Pequeno,Local 1,Tipo 1,2992.7709999999997
NCT42,5.88,Low Fat,0.024926012999999997,Itens para casa,149.9392,OUT049,1999,Médio,Local 1,Tipo 1,1491.392
DRI23,18.85,Low Fat,0.137410256,Bebidas fortes,161.7578,OUT049,1999,Médio,Local 1,Tipo 1,1604.578
NCW06,16.2,Low Fat,0.0,Itens para casa,190.8162,OUT035,2004,Pequeno,Local 2,Tipo 1,3271.0754
NCX06,17.6,Low Fat,0.015750947,Itens para casa,182.5976,OUT018,2009,Médio,Local 3,Tipo 2,1629.8784
NCE19,8.97,Low Fat,0.092937216,Itens para casa,54.6956,OUT013,1987,Grande,Local 3,Tipo 1,764.3384
FDI60,7.22,Normal,0.03828933,Padaria,64.751,OUT013,1987,Grande,Local 3,Tipo 1,126.50200000000001
FDE11,17.7,Normal,0.135646297,Alimentos com amido,186.0924,OUT018,2009,Médio,Local 3,Tipo 2,3516.7556
FDH26,19.25,Normal,0.034753686,Enlatados,141.5496,OUT049,1999,Médio,Local 1,Tipo 1,1976.0944
FDQ26,13.5,Normal,0.067872402,Laticínios,57.8562,OUT046,1997,Pequeno,Local 1,Tipo 1,355.5372
NCJ29,10.6,Low Fat,0.035247642,Saúde e Higiene,84.7224,OUT049,1999,Médio,Local 1,Tipo 1,1619.2256
FDA52,16.2,Normal,0.128397995,Congelados,178.33700000000002,OUT035,2004,Pequeno,Local 2,Tipo 1,1411.496
FDF57,14.5,Normal,0.058918844000000005,Frutas e Verduras,169.7448,OUT049,1999,Médio,Local 1,Tipo 1,3238.4512
NCO26,7.235,Low Fat,0.07679167099999999,Itens para casa,116.4492,OUT013,1987,Grande,Local 3,Tipo 1,2316.984
DRL59,16.75,Low Fat,0.021220113,Bebidas fortes,55.1298,OUT035,2004,Pequeno,Local 2,Tipo 1,1240.3854
FDB26,14.0,Normal,0.031261582999999996,Enlatados,52.56399999999999,OUT035,2004,Pequeno,Local 2,Tipo 1,639.168
FDK51,19.85,Low Fat,0.005235143,Laticínios,265.8884,OUT046,1997,Pequeno,Local 1,Tipo 1,2649.884
NCA54,16.5,Low Fat,0.036641597000000005,Itens para casa,178.7318,OUT046,1997,Pequeno,Local 1,Tipo 1,1263.0226
FDG31,12.15,Low Fat,0.037864853999999996,Carnes,63.0826,OUT013,1987,Grande,Local 3,Tipo 1,322.913
FDA21,13.65,Low Fat,0.036016619,Snacks,186.3924,OUT049,1999,Médio,Local 1,Tipo 1,1295.6468
FDI09,20.75,Normal,0.12953868,Frutos do mar,240.28799999999998,OUT049,1999,Médio,Local 1,Tipo 1,2396.88
FDI20,19.1,Low Fat,0.038531668,Frutas e Verduras,210.6586,OUT013,1987,Grande,Local 3,Tipo 1,5487.5236
FDC58,10.195,Low Fat,0.041907414,Snacks,43.8428,OUT013,1987,Grande,Local 3,Tipo 1,175.7712
NCC30,16.6,Low Fat,0.027556247000000002,Itens para casa,176.6344,OUT013,1987,Grande,Local 3,Tipo 1,1962.7784
FDY03,17.6,Normal,0.07605848400000001,Carnes,111.8202,OUT013,1987,Grande,Local 3,Tipo 1,2025.3636
FDZ44,8.185,Low Fat,0.038729057000000004,Frutas e Verduras,117.1808,OUT046,1997,Pequeno,Local 1,Tipo 1,1874.8928
DRD15,10.6,Low Fat,0.056884225,Laticínios,231.9642,OUT049,1999,Médio,Local 1,Tipo 1,3020.7346
FDP25,15.2,Low Fat,0.021207518999999998,Enlatados,219.4824,OUT046,1997,Pequeno,Local 1,Tipo 1,1747.0592
DRJ24,11.8,Low Fat,0.113307794,Refrigerantes,187.0924,OUT035,2004,Pequeno,Local 2,Tipo 1,1850.924
FDR46,16.85,Low Fat,0.139301634,Snacks,144.976,OUT013,1987,Grande,Local 3,Tipo 1,2783.0440000000003
FDV38,19.25,Low Fat,0.1017546,Laticínios,55.1956,OUT035,2004,Pequeno,Local 2,Tipo 1,491.3604
FDD57,18.1,Low Fat,0.022380952000000003,Frutas e Verduras,93.6094,OUT013,1987,Grande,Local 3,Tipo 1,476.04699999999997
FDE46,18.6,Low Fat,0.01575657,Snacks,153.1366,OUT013,1987,Grande,Local 3,Tipo 1,3173.8686
FDL33,7.235,Low Fat,0.0,Snacks,197.2452,OUT035,2004,Pequeno,Local 2,Tipo 1,2348.9424
FDS03,7.825,Low Fat,0.07962861,Carnes,63.4826,OUT046,1997,Pequeno,Local 1,Tipo 1,2002.0606
FDE50,19.7,Normal,0.016202582,Enlatados,188.2556,OUT035,2004,Pequeno,Local 2,Tipo 1,3379.6008
FDT02,12.6,Low Fat,0.024190156,Laticínios,34.4874,OUT035,2004,Pequeno,Local 2,Tipo 1,494.0236
FDO15,16.75,Normal,0.008564925,Carnes,73.2038,OUT035,2004,Pequeno,Local 2,Tipo 1,1404.1722
DRI39,13.8,Low Fat,0.09745748300000001,Laticínios,55.393,OUT018,2009,Médio,Local 3,Tipo 2,1018.674
NCO14,9.6,Low Fat,0.029619202999999997,Itens para casa,43.6086,OUT013,1987,Grande,Local 3,Tipo 1,624.5204
NCN19,13.1,Low Fat,0.0,Outros,189.253,OUT046,1997,Pequeno,Local 1,Tipo 1,1518.024
FDE10,6.67,Normal,0.09031453,Snacks,130.5626,OUT018,2009,Médio,Local 3,Tipo 2,1180.4634
FDQ08,15.7,Normal,0.018930352,Frutas e Verduras,59.4536,OUT046,1997,Pequeno,Local 1,Tipo 1,857.5504
NCQ43,17.75,Low Fat,0.111209003,Outros,107.7912,OUT013,1987,Grande,Local 3,Tipo 1,982.7208
FDY57,20.2,Normal,0.121153331,Snacks,97.3752,OUT013,1987,Grande,Local 3,Tipo 1,958.752
NCG19,20.25,Low Fat,0.148163564,Itens para casa,232.7616,OUT049,1999,Médio,Local 1,Tipo 1,1874.8928
FDW27,5.86,Normal,0.15085330800000002,Carnes,156.0314,OUT046,1997,Pequeno,Local 1,Tipo 1,2016.7082
FDZ39,19.7,Normal,0.018024769,Carnes,104.499,OUT046,1997,Pequeno,Local 1,Tipo 1,1031.99
NCK19,9.8,Low Fat,0.090448534,Outros,194.5478,OUT035,2004,Pequeno,Local 2,Tipo 1,774.9912
FDY20,12.5,Normal,0.08175276,Frutas e Verduras,89.0488,OUT046,1997,Pequeno,Local 1,Tipo 1,1267.6832
NCY41,16.75,Low Fat,0.075735621,Saúde e Higiene,34.5532,OUT046,1997,Pequeno,Local 1,Tipo 1,323.5788
NCN14,19.1,Low Fat,0.091917786,Outros,182.7608,OUT046,1997,Pequeno,Local 1,Tipo 1,1837.608
FDW49,19.5,Low Fat,0.08248351599999999,Enlatados,179.2002,OUT013,1987,Grande,Local 3,Tipo 1,2865.6032
FDN23,6.575,Normal,0.075507758,Pães,146.4444,OUT046,1997,Pequeno,Local 1,Tipo 1,1596.5884
FDY36,12.3,Low Fat,0.009425158000000001,Padaria,74.83800000000001,OUT049,1999,Médio,Local 1,Tipo 1,1537.9979999999998
FDG38,8.975,Normal,0.05272914,Enlatados,86.4224,OUT046,1997,Pequeno,Local 1,Tipo 1,1022.6688
NCO18,13.15,Low Fat,0.024630755,Itens para casa,178.2686,OUT013,1987,Grande,Local 3,Tipo 1,2666.5290000000005
NCO54,19.5,Low Fat,0.014274292,Itens para casa,55.6614,OUT046,1997,Pequeno,Local 1,Tipo 1,718.3982
NCW18,15.1,Low Fat,0.059313603,Itens para casa,238.1248,OUT035,2004,Pequeno,Local 2,Tipo 1,4266.4464
FDB36,5.465,Normal,0.048518008,Padaria,132.9626,OUT035,2004,Pequeno,Local 2,Tipo 1,2360.9268
FDJ45,17.75,Low Fat,0.073349552,Frutos do mar,34.2216,OUT013,1987,Grande,Local 3,Tipo 1,934.7832
DRD12,6.96,Low Fat,0.077129323,Refrigerantes,92.7146,OUT013,1987,Grande,Local 3,Tipo 1,1733.0774
FDR47,17.85,Low Fat,0.08782496699999999,Pães,196.0794,OUT018,2009,Médio,Local 3,Tipo 2,1755.7146
FDJ10,5.095,Normal,0.13003120699999998,Snacks,142.4838,OUT018,2009,Médio,Local 3,Tipo 2,561.9352
DRC25,5.73,Low Fat,0.045334097999999996,Refrigerantes,87.0882,OUT013,1987,Grande,Local 3,Tipo 1,1803.6522
NCW54,7.5,Low Fat,0.096333029,Itens para casa,57.8588,OUT013,1987,Grande,Local 3,Tipo 1,1145.1760000000002
FDA26,7.855,Normal,0.07385892299999999,Laticínios,218.6482,OUT013,1987,Grande,Local 3,Tipo 1,3723.8194
DRF01,5.655,Low Fat,0.17504710399999998,Refrigerantes,146.9102,OUT035,2004,Pequeno,Local 2,Tipo 1,1895.5326
NCU41,18.85,Low Fat,0.0520115,Saúde e Higiene,190.3846,OUT013,1987,Grande,Local 3,Tipo 1,3630.6074
FDV20,20.2,Normal,0.059790095,Frutas e Verduras,127.4678,OUT035,2004,Pequeno,Local 2,Tipo 1,3560.6984
DRI25,19.6,Low Fat,0.03395415,Refrigerantes,56.4614,OUT049,1999,Médio,Local 1,Tipo 1,773.6596
FDA40,16.0,Normal,0.099271209,Congelados,88.5856,OUT046,1997,Pequeno,Local 1,Tipo 1,878.8560000000001
FDM13,6.425,Low Fat,0.06316338,Café da manhã,132.2626,OUT035,2004,Pequeno,Local 2,Tipo 1,2098.6016
NCM05,6.825,Low Fat,0.059846975,Saúde e Higiene,262.5226,OUT046,1997,Pequeno,Local 1,Tipo 1,9779.9362
DRG13,17.25,Low Fat,0.037155206,Refrigerantes,166.4526,OUT013,1987,Grande,Local 3,Tipo 1,3782.4098
NCT30,9.1,Low Fat,0.08041772400000001,Itens para casa,48.8718,OUT049,1999,Médio,Local 1,Tipo 1,425.4462
NCG42,19.2,Low Fat,0.041227831,Itens para casa,129.83100000000002,OUT046,1997,Pequeno,Local 1,Tipo 1,1947.465
FDZ23,17.75,Normal,0.06760774900000001,Padaria,188.024,OUT049,1999,Médio,Local 1,Tipo 1,2796.36
DRF01,5.655,Low Fat,0.0,Refrigerantes,147.5102,OUT046,1997,Pequeno,Local 1,Tipo 1,1166.4816
DRK12,9.5,Low Fat,0.04195143900000001,Refrigerantes,32.49,OUT049,1999,Médio,Local 1,Tipo 1,865.54
FDL58,5.78,Normal,0.074087369,Snacks,264.9568,OUT013,1987,Grande,Local 3,Tipo 1,6855.0768
FDD44,8.05,Normal,0.0,Frutas e Verduras,257.5646,OUT013,1987,Grande,Local 3,Tipo 1,5153.292
FDT50,6.75,Normal,0.10867990599999999,Laticínios,95.6752,OUT018,2009,Médio,Local 3,Tipo 2,1246.3776
FDR22,19.35,Normal,0.018591464,Snacks,112.9544,OUT049,1999,Médio,Local 1,Tipo 1,1342.2528
NCV06,11.3,Low Fat,0.066952965,Itens para casa,192.0478,OUT018,2009,Médio,Local 3,Tipo 2,3099.9648
FDH60,19.7,Normal,0.0,Padaria,194.41099999999997,OUT049,1999,Médio,Local 1,Tipo 1,5106.686
FDA47,10.5,Normal,0.117149075,Padaria,164.12099999999998,OUT018,2009,Médio,Local 3,Tipo 2,1794.3310000000001
FDS37,7.655,Low Fat,0.031994534,Enlatados,114.3492,OUT049,1999,Médio,Local 1,Tipo 1,1853.5872
FDF12,8.235,Low Fat,0.08276363,Padaria,146.5076,OUT018,2009,Médio,Local 3,Tipo 2,1625.8836
FDP24,20.6,Low Fat,0.083004078,Padaria,119.4756,OUT046,1997,Pequeno,Local 1,Tipo 1,1090.5804
FDU20,19.35,Normal,0.021490911,Frutas e Verduras,122.1098,OUT049,1999,Médio,Local 1,Tipo 1,2892.2352
FDZ35,9.6,Normal,0.022274264,Pães,101.699,OUT035,2004,Pequeno,Local 2,Tipo 1,2992.7709999999997
FDB50,13.0,Low Fat,0.15361856599999998,Enlatados,79.6986,OUT046,1997,Pequeno,Local 1,Tipo 1,1480.0734
FDY10,17.6,Low Fat,0.049267759,Snacks,113.0176,OUT018,2009,Médio,Local 3,Tipo 2,2862.94
FDW56,7.68,Low Fat,0.070900282,Frutas e Verduras,192.6162,OUT046,1997,Pequeno,Local 1,Tipo 1,5580.0698
FDC50,15.85,Low Fat,0.136497913,Enlatados,96.3094,OUT046,1997,Pequeno,Local 1,Tipo 1,2856.282
FDU23,12.15,Low Fat,0.0,Pães,164.7184,OUT046,1997,Pequeno,Local 1,Tipo 1,3962.8416
FDN45,19.35,Low Fat,0.118080437,Snacks,222.6088,OUT035,2004,Pequeno,Local 2,Tipo 1,6040.1376
NCI43,19.85,Low Fat,0.025968706,Itens para casa,49.5376,OUT046,1997,Pequeno,Local 1,Tipo 1,1006.6896
FDB12,11.15,Normal,0.105307659,Padaria,102.0648,OUT046,1997,Pequeno,Local 1,Tipo 1,1038.6480000000001
FDW19,12.35,Normal,0.038500421,Frutas e Verduras,110.757,OUT046,1997,Pequeno,Local 1,Tipo 1,1208.427
FDU11,4.785,Low Fat,0.09297084,Pães,122.0098,OUT018,2009,Médio,Local 3,Tipo 2,2048.6666
FDK22,9.8,Low Fat,0.026081567000000003,Snacks,217.585,OUT035,2004,Pequeno,Local 2,Tipo 1,4327.7
DRP35,18.85,Low Fat,0.09079168,Bebidas fortes,127.1336,OUT013,1987,Grande,Local 3,Tipo 1,3579.3408
NCL29,9.695,Low Fat,0.11391788900000001,Saúde e Higiene,158.2604,OUT035,2004,Pequeno,Local 2,Tipo 1,2693.8268
FDG53,10.0,Low Fat,0.045928229,Congelados,138.118,OUT049,1999,Médio,Local 1,Tipo 1,1957.4520000000002
DRM23,16.6,Low Fat,0.135620265,Bebidas fortes,172.9422,OUT013,1987,Grande,Local 3,Tipo 1,2931.5174
FDR09,18.25,Low Fat,0.077709902,Snacks,259.6962,OUT035,2004,Pequeno,Local 2,Tipo 1,5438.9202
FDZ04,9.31,Low Fat,0.037955094,Congelados,62.151,OUT046,1997,Pequeno,Local 1,Tipo 1,1201.769
FDR21,19.7,Low Fat,0.067039526,Snacks,178.33700000000002,OUT049,1999,Médio,Local 1,Tipo 1,1411.496
FDJ15,11.35,Normal,0.023358737999999997,Laticínios,184.4608,OUT049,1999,Médio,Local 1,Tipo 1,4042.7376
FDO34,17.7,Low Fat,0.029933275,Snacks,169.0816,OUT035,2004,Pequeno,Local 2,Tipo 1,5201.2296
FDS60,20.85,Low Fat,0.032448523,Padaria,177.86599999999999,OUT046,1997,Pequeno,Local 1,Tipo 1,1078.596
FDX57,17.25,Normal,0.047266210999999995,Snacks,97.0068,OUT046,1997,Pequeno,Local 1,Tipo 1,1846.9292
FDS40,15.35,Low Fat,0.01404119,Congelados,38.419000000000004,OUT049,1999,Médio,Local 1,Tipo 1,476.04699999999997
FDT08,13.65,Low Fat,0.04917754,Frutas e Verduras,151.805,OUT013,1987,Grande,Local 3,Tipo 1,2696.49
DRL35,15.7,Low Fat,0.03067808,Bebidas fortes,44.777,OUT013,1987,Grande,Local 3,Tipo 1,605.878
FDD56,15.2,Normal,0.103758647,Frutas e Verduras,177.0054,OUT035,2004,Pequeno,Local 2,Tipo 1,2976.7918
FDX24,8.355,Low Fat,0.013926425,Padaria,93.0462,OUT035,2004,Pequeno,Local 2,Tipo 1,1110.5544
NCN43,12.15,Low Fat,0.006754117,Outros,122.17299999999999,OUT013,1987,Grande,Local 3,Tipo 1,2586.633
FDK34,13.35,Low Fat,0.0,Snacks,238.7564,OUT018,2009,Médio,Local 3,Tipo 2,1906.8512
NCN41,17.0,Low Fat,0.052209303,Saúde e Higiene,122.37299999999999,OUT046,1997,Pequeno,Local 1,Tipo 1,2586.633
FDW16,17.35,Normal,0.041538713,Congelados,93.1804,OUT049,1999,Médio,Local 1,Tipo 1,1378.2060000000001
NCD07,9.1,Low Fat,0.055382615999999996,Itens para casa,115.0518,OUT013,1987,Grande,Local 3,Tipo 1,683.1108
FDG44,6.13,Low Fat,0.0,Frutas e Verduras,54.1298,OUT046,1997,Pequeno,Local 1,Tipo 1,1348.245
FDB23,19.2,Normal,0.005583951,Alimentos com amido,226.9062,OUT013,1987,Grande,Local 3,Tipo 1,4514.124
DRK59,8.895,Low Fat,0.075757177,Bebidas fortes,233.8616,OUT018,2009,Médio,Local 3,Tipo 2,937.4464
FDT31,19.75,Low Fat,0.012467648000000001,Frutas e Verduras,188.1872,OUT049,1999,Médio,Local 1,Tipo 1,2458.1336
FDB15,10.895,Low Fat,0.137368051,Laticínios,264.3568,OUT018,2009,Médio,Local 3,Tipo 2,4745.8224
FDP40,4.555,Normal,0.034410585,Congelados,111.3544,OUT049,1999,Médio,Local 1,Tipo 1,1342.2528
FDO01,21.1,Normal,0.020750867,Café da manhã,128.7994,OUT049,1999,Médio,Local 1,Tipo 1,1927.491
FDU47,12.8,Normal,0.114318263,Pães,142.2838,OUT018,2009,Médio,Local 3,Tipo 2,421.4514
FDQ31,5.785,Normal,0.05393093400000001,Frutas e Verduras,87.3856,OUT049,1999,Médio,Local 1,Tipo 1,878.8560000000001
FDK50,7.96,Low Fat,0.028339599,Enlatados,162.4894,OUT013,1987,Grande,Local 3,Tipo 1,1779.6834
FDB49,8.3,Normal,0.030151351,Padaria,98.7384,OUT046,1997,Pequeno,Local 1,Tipo 1,492.69199999999995
FDU02,13.35,Low Fat,0.10267088199999999,Laticínios,228.6352,OUT049,1999,Médio,Local 1,Tipo 1,3435.528
FDK26,5.46,Normal,0.032177405,Enlatados,185.424,OUT046,1997,Pequeno,Local 1,Tipo 1,5219.872
FDF53,20.75,Normal,0.083536989,Congelados,180.3318,OUT013,1987,Grande,Local 3,Tipo 1,4149.9314
NCZ30,6.59,Low Fat,0.026225692999999998,Itens para casa,119.0098,OUT049,1999,Médio,Local 1,Tipo 1,2530.7058
FDP25,15.2,Low Fat,0.021293909,Enlatados,218.4824,OUT018,2009,Médio,Local 3,Tipo 2,1528.6768
FDV49,10.0,Low Fat,0.025822315,Enlatados,262.7226,OUT035,2004,Pequeno,Local 2,Tipo 1,3171.8712
FDJ56,8.985,Low Fat,0.18368816100000002,Frutas e Verduras,100.27,OUT049,1999,Médio,Local 1,Tipo 1,998.7
FDI40,11.5,Normal,0.125579201,Congelados,99.7358,OUT035,2004,Pequeno,Local 2,Tipo 1,1105.8938
NCI43,19.85,Low Fat,0.026074491,Itens para casa,48.6376,OUT018,2009,Médio,Local 3,Tipo 2,575.2512
NCE42,21.1,Low Fat,0.010593469,Itens para casa,234.2958,OUT013,1987,Grande,Local 3,Tipo 1,3739.1328
FDP40,4.555,Normal,0.034357169,Congelados,112.6544,OUT046,1997,Pequeno,Local 1,Tipo 1,2684.5056
FDU40,20.85,Low Fat,0.037396901,Congelados,193.8478,OUT035,2004,Pequeno,Local 2,Tipo 1,2712.4692
DRK47,7.905,Low Fat,0.064011067,Bebidas fortes,230.2694,OUT013,1987,Grande,Local 3,Tipo 1,4567.388
FDZ09,17.6,Low Fat,0.10487896699999999,Snacks,164.8868,OUT046,1997,Pequeno,Local 1,Tipo 1,2456.802
NCU30,5.11,Low Fat,0.034868095,Itens para casa,163.821,OUT035,2004,Pequeno,Local 2,Tipo 1,2120.573
FDQ09,7.235,Low Fat,0.058083830999999995,Snacks,113.6834,OUT013,1987,Grande,Local 3,Tipo 1,230.3668
FDB35,12.3,Normal,0.064618976,Alimentos com amido,89.8804,OUT046,1997,Pequeno,Local 1,Tipo 1,1286.3256
DRD12,6.96,Low Fat,0.077178965,Refrigerantes,93.1146,OUT035,2004,Pequeno,Local 2,Tipo 1,2189.1504
FDW07,18.0,Normal,0.142910689,Frutas e Verduras,89.6514,OUT049,1999,Médio,Local 1,Tipo 1,1859.5794
DRE13,6.28,Low Fat,0.027682047,Refrigerantes,85.5198,OUT013,1987,Grande,Local 3,Tipo 1,1744.396
FDR11,10.5,Normal,0.142511272,Pães,158.7578,OUT035,2004,Pequeno,Local 2,Tipo 1,2246.4092
FDX03,15.85,Normal,0.061045133,Carnes,44.7744,OUT013,1987,Grande,Local 3,Tipo 1,181.0976
FDV03,17.6,Low Fat,0.058091269,Carnes,156.2314,OUT046,1997,Pequeno,Local 1,Tipo 1,2947.4966
FDI24,10.3,Low Fat,0.07867827599999999,Padaria,177.037,OUT013,1987,Grande,Local 3,Tipo 1,3705.177
FDX33,9.195,Normal,0.117667492,Snacks,159.5578,OUT049,1999,Médio,Local 1,Tipo 1,1283.6624
FDG47,12.8,Low Fat,0.069902438,Alimentos com amido,261.3252,OUT018,2009,Médio,Local 3,Tipo 2,3410.2276
FDZ57,10.0,Normal,0.037757166,Snacks,126.7994,OUT035,2004,Pequeno,Local 2,Tipo 1,1284.994
FDT04,17.25,Low Fat,0.107021498,Congelados,40.5822,OUT035,2004,Pequeno,Local 2,Tipo 1,785.6439999999999
NCL53,7.5,Low Fat,0.036228067,Saúde e Higiene,175.2028,OUT035,2004,Pequeno,Local 2,Tipo 1,4427.57
FDM01,7.895,Normal,0.094488485,Café da manhã,100.7332,OUT013,1987,Grande,Local 3,Tipo 1,1230.3984
FDO12,15.75,Low Fat,0.055154296,Padaria,195.5452,OUT018,2009,Médio,Local 3,Tipo 2,1174.4712
NCK05,20.1,Low Fat,0.077439606,Saúde e Higiene,60.6536,OUT035,2004,Pequeno,Local 2,Tipo 1,980.0576
FDP28,13.65,Normal,0.080968973,Congelados,259.7936,OUT018,2009,Médio,Local 3,Tipo 2,2609.936
FDJ44,12.3,Normal,0.106492562,Frutas e Verduras,176.3396,OUT049,1999,Médio,Local 1,Tipo 1,1395.5168
FDC02,21.35,Low Fat,0.068822477,Enlatados,258.3278,OUT046,1997,Pequeno,Local 1,Tipo 1,7028.8506
FDT23,7.72,Normal,0.074669288,Pães,76.3986,OUT013,1987,Grande,Local 3,Tipo 1,1402.1748
FDV19,14.85,Normal,0.035227697,Frutas e Verduras,159.5578,OUT013,1987,Grande,Local 3,Tipo 1,2085.9514
NCD18,16.0,Low Fat,0.07296514400000001,Itens para casa,231.3668,OUT018,2009,Médio,Local 3,Tipo 2,4607.335999999999
FDL10,8.395,Low Fat,0.039492207,Snacks,97.3042,OUT046,1997,Pequeno,Local 1,Tipo 1,1091.2462
FDX20,7.365,Low Fat,0.042552205,Frutas e Verduras,225.172,OUT035,2004,Pequeno,Local 2,Tipo 1,3395.58
FDM32,20.5,Low Fat,0.020587886,Frutas e Verduras,89.583,OUT013,1987,Grande,Local 3,Tipo 1,1797.66
DRI01,7.97,Low Fat,0.0,Refrigerantes,172.0422,OUT018,2009,Médio,Local 3,Tipo 2,5690.5926
FDG16,15.25,Low Fat,0.08995645,Congelados,217.1192,OUT049,1999,Médio,Local 1,Tipo 1,3235.788
FDY56,16.35,Normal,0.06266564200000001,Frutas e Verduras,225.6062,OUT018,2009,Médio,Local 3,Tipo 2,1579.9434
FDO24,11.1,Low Fat,0.176182345,Padaria,158.1604,OUT035,2004,Pequeno,Local 2,Tipo 1,1901.5248
NCV29,11.8,Low Fat,0.022843501000000002,Saúde e Higiene,177.8686,OUT046,1997,Pequeno,Local 1,Tipo 1,4621.9836
FDQ48,14.3,Normal,0.034411238,Padaria,98.6726,OUT046,1997,Pequeno,Local 1,Tipo 1,782.9808
FDS47,16.75,Low Fat,0.128861359,Pães,86.2856,OUT035,2004,Pequeno,Local 2,Tipo 1,1406.1696
FDO50,16.25,Low Fat,0.078290271,Enlatados,93.1804,OUT049,1999,Médio,Local 1,Tipo 1,1194.4452
FDW48,18.0,Low Fat,0.008539208000000001,Padaria,81.2618,OUT035,2004,Pequeno,Local 2,Tipo 1,402.809
FDW47,15.0,Low Fat,0.046447327999999996,Pães,121.5414,OUT049,1999,Médio,Local 1,Tipo 1,2436.828
NCL06,14.65,Low Fat,0.07217867900000001,Itens para casa,262.9594,OUT049,1999,Médio,Local 1,Tipo 1,5233.188
DRO47,10.195,Low Fat,0.112203445,Bebidas fortes,111.786,OUT035,2004,Pequeno,Local 2,Tipo 1,1697.79
FDL48,19.35,Normal,0.08226641900000001,Padaria,48.8034,OUT046,1997,Pequeno,Local 1,Tipo 1,340.2238
FDJ21,16.7,Normal,0.038685176,Snacks,146.6102,OUT018,2009,Médio,Local 3,Tipo 2,2770.3938
FDT40,5.985,Low Fat,0.095795326,Congelados,128.4678,OUT046,1997,Pequeno,Local 1,Tipo 1,508.6712
FDM28,15.7,Low Fat,0.045203854,Congelados,180.266,OUT046,1997,Pequeno,Local 1,Tipo 1,1617.894
FDR35,12.5,Low Fat,0.020697723,Pães,198.8742,OUT046,1997,Pequeno,Local 1,Tipo 1,5773.1518
NCP17,19.35,Low Fat,0.027827268,Saúde e Higiene,65.6168,OUT018,2009,Médio,Local 3,Tipo 2,383.5008
FDX15,17.2,Low Fat,0.156298858,Carnes,162.1578,OUT046,1997,Pequeno,Local 1,Tipo 1,1283.6624
FDQ44,20.5,Low Fat,0.036140297,Frutas e Verduras,120.0756,OUT046,1997,Pequeno,Local 1,Tipo 1,2302.3364
FDZ09,17.6,Low Fat,0.10479168900000001,Snacks,165.2868,OUT013,1987,Grande,Local 3,Tipo 1,3111.9492
FDW36,11.15,Low Fat,0.057021155999999996,Padaria,106.8622,OUT049,1999,Médio,Local 1,Tipo 1,2011.3818
NCZ29,15.0,Low Fat,0.071371458,Saúde e Higiene,125.2362,OUT046,1997,Pequeno,Local 1,Tipo 1,1384.1982
FDX08,12.85,Low Fat,0.022696131,Frutas e Verduras,179.9318,OUT018,2009,Médio,Local 3,Tipo 2,2706.4770000000003
DRL37,15.5,Low Fat,0.053327763,Refrigerantes,44.477,OUT013,1987,Grande,Local 3,Tipo 1,865.54
FDL21,15.85,Normal,0.007145063,Snacks,41.048,OUT035,2004,Pequeno,Local 2,Tipo 1,479.376
FDB53,13.35,Low Fat,0.139426044,Congelados,148.3392,OUT035,2004,Pequeno,Local 2,Tipo 1,3877.6192
DRM49,6.11,Normal,0.151925271,Refrigerantes,46.6086,OUT035,2004,Pequeno,Local 2,Tipo 1,624.5204
NCD06,13.0,Low Fat,0.099479703,Itens para casa,44.906000000000006,OUT049,1999,Médio,Local 1,Tipo 1,652.484
FDH38,6.425,Low Fat,0.010454459000000001,Enlatados,115.6808,OUT049,1999,Médio,Local 1,Tipo 1,1406.1696
DRZ24,7.535,Low Fat,0.081914677,Refrigerantes,120.344,OUT049,1999,Médio,Local 1,Tipo 1,3835.008
