distrito,latitude,longitude,tipo_de_quarto,preco,numero_minimo_noites,numero_comentarios,numero_de_reservas,disponibilidade_anual
Manhattan,40.80012,-73.94549,Entire home/apt,250,4,7,1,0
Queens,40.728590000000004,-73.87276,Entire home/apt,150,2,10,1,89
Queens,40.690020000000004,-73.83688000000001,Private room,85,3,0,1,88
Brooklyn,40.67525,-73.96408000000001,Private room,45,2,1,1,0
Brooklyn,40.67171,-73.93273,Entire home/apt,149,5,35,2,12
Brooklyn,40.707840000000004,-73.92054,Private room,60,1,9,1,81
Queens,40.726620000000004,-73.80086,Entire home/apt,99,2,95,1,305
Brooklyn,40.62518,-73.96316,Private room,65,2,2,2,0
Manhattan,40.7488,-73.97844,Entire home/apt,225,30,1,49,311
Brooklyn,40.71772,-73.95059,Private room,79,999,24,6,249
Queens,40.73565,-73.81591,Private room,36,1,0,1,89
Brooklyn,40.71835,-73.94999,Private room,79,30,15,6,333
Brooklyn,40.71732,-73.95048,Private room,54,30,22,6,276
Brooklyn,40.6229,-73.96169,Entire home/apt,79,1,0,1,0
Brooklyn,40.72588,-73.94530999999999,Entire home/apt,145,3,23,1,13
Brooklyn,40.67858,-73.9812,Entire home/apt,300,30,51,1,75
Manhattan,40.81248,-73.9526,Private room,58,1,9,1,248
Manhattan,40.7212,-73.98045,Private room,70,3,2,1,0
Brooklyn,40.69512,-73.94946,Private room,50,4,5,1,0
Queens,40.7469,-73.8179,Private room,55,1,77,6,365
Brooklyn,40.68884,-73.92958,Entire home/apt,170,3,99,2,288
Brooklyn,40.690490000000004,-73.93014000000001,Entire home/apt,124,2,91,2,272
Manhattan,40.82881,-73.94566,Private room,40,3,6,2,0
Manhattan,40.72408,-73.99381,Private room,111,1,51,3,56
Queens,40.77618,-73.91741,Private room,75,2,38,2,0
Manhattan,40.72169,-73.9965,Entire home/apt,325,2,8,1,86
Manhattan,40.76357,-73.98308,Private room,107,3,133,1,9
Bronx,40.824529999999996,-73.92563,Private room,60,1,16,1,0
Brooklyn,40.70073,-73.92913,Private room,60,3,4,1,0
Brooklyn,40.69808,-73.93021999999999,Private room,60,2,76,1,234
Bronx,40.815529999999995,-73.92453,Entire home/apt,120,2,0,1,0
Manhattan,40.722359999999995,-73.97756,Entire home/apt,200,5,0,1,0
Manhattan,40.77867,-73.97914,Private room,135,7,8,1,363
Queens,40.72517,-73.76105,Shared room,41,1,11,2,125
Brooklyn,40.68805,-73.97563000000001,Entire home/apt,160,2,1,1,0
Brooklyn,40.69321,-73.94207,Private room,80,3,5,1,0
Brooklyn,40.68808,-73.9413,Private room,100,2,6,1,39
Queens,40.76124,-73.76178,Private room,59,1,62,1,54
Bronx,40.840379999999996,-73.85661999999999,Entire home/apt,65,3,12,1,0
Brooklyn,40.7366,-73.95656,Entire home/apt,225,4,0,1,159
Manhattan,40.727090000000004,-74.00447,Private room,175,3,20,2,239
Manhattan,40.86039,-73.92663,Entire home/apt,100,3,44,1,168
Brooklyn,40.69209,-73.99421,Private room,119,2,1,1,0
Brooklyn,40.62938,-74.02976,Private room,30,3,0,1,27
Manhattan,40.7315,-73.99393,Entire home/apt,400,30,0,1,90
Queens,40.70863,-73.90249,Private room,32,1,62,1,0
Manhattan,40.73076,-74.00161999999999,Entire home/apt,245,5,13,1,50
Manhattan,40.720659999999995,-73.99229,Entire home/apt,700,3,14,1,258
Manhattan,40.725609999999996,-73.97953000000001,Private room,90,2,41,3,0
Manhattan,40.85014,-73.93743,Private room,30,1,67,2,72
Manhattan,40.70445,-74.01521,Entire home/apt,135,6,10,1,160
Manhattan,40.71832,-73.99287,Entire home/apt,200,1,15,1,29
Brooklyn,40.692820000000005,-73.96034,Entire home/apt,120,4,6,1,0
Brooklyn,40.68634,-73.97388000000001,Private room,119,1,14,2,78
Manhattan,40.73247,-73.98297,Entire home/apt,196,2,47,1,6
Brooklyn,40.71913,-73.95040999999999,Private room,80,30,3,6,324
Queens,40.74922,-73.81868,Private room,55,1,41,6,340
Queens,40.73307,-73.85047,Entire home/apt,88,2,9,2,54
Manhattan,40.77312,-73.98819,Private room,78,1,11,2,0
Manhattan,40.844440000000006,-73.93554,Private room,50,5,5,1,0
Manhattan,40.75994,-73.99073,Entire home/apt,215,2,28,1,6
Brooklyn,40.65894,-73.8921,Entire home/apt,300,2,24,1,294
Manhattan,40.75058,-73.99582,Entire home/apt,160,60,0,1,0
Brooklyn,40.6801,-73.9866,Entire home/apt,250,1,18,2,0
Queens,40.725429999999996,-73.89666,Entire home/apt,125,7,0,1,0
Brooklyn,40.681709999999995,-73.94471,Entire home/apt,180,2,13,3,303
Manhattan,40.72294,-73.99869,Entire home/apt,650,2,3,1,0
Bronx,40.88192,-73.86186,Private room,60,1,70,1,283
Manhattan,40.72391,-73.9975,Entire home/apt,695,3,0,1,1
Manhattan,40.77536,-73.98952,Entire home/apt,280,30,9,25,341
Queens,40.71455,-73.7613,Entire home/apt,100,1,3,1,0
Brooklyn,40.67292,-73.94136999999999,Entire home/apt,75,1,2,1,0
Brooklyn,40.69012,-73.9257,Entire home/apt,135,2,89,2,139
Brooklyn,40.69835,-73.91644000000001,Private room,50,2,57,3,18
Manhattan,40.75029,-73.97142,Entire home/apt,175,30,2,10,161
Manhattan,40.7215,-73.99894,Private room,80,21,0,1,0
Queens,40.75777,-73.72949,Private room,50,1,6,5,94
Queens,40.68464,-73.84245,Entire home/apt,130,4,4,2,145
Brooklyn,40.67071,-73.95381,Private room,70,4,8,1,6
Queens,40.75573,-73.72931,Private room,45,1,17,5,325
Manhattan,40.78628,-73.97482,Private room,250,2,3,1,94
Manhattan,40.76181,-73.9905,Private room,155,1,62,4,307
Brooklyn,40.65894,-73.95262,Entire home/apt,100,1,85,1,125
Brooklyn,40.709109999999995,-73.95288000000001,Private room,76,2,79,1,349
Brooklyn,40.67245,-73.94608000000001,Entire home/apt,240,5,57,1,179
Brooklyn,40.65331,-74.00814,Private room,80,4,0,1,0
Brooklyn,40.68428,-73.96526,Private room,35,1,1,1,0
Brooklyn,40.723859999999995,-73.94085,Private room,50,4,1,1,0
Brooklyn,40.69161,-73.94417,Private room,90,3,1,1,0
Brooklyn,40.73465,-73.95314,Private room,65,2,32,1,70
Manhattan,40.72484,-73.9746,Private room,100,2,0,1,99
Manhattan,40.76735,-73.98841999999999,Private room,92,3,56,1,14
Manhattan,40.73427,-74.00798,Private room,425,1,0,1,125
Brooklyn,40.68873,-73.93881,Private room,58,1,118,1,21
Manhattan,40.84859,-73.93855,Entire home/apt,85,30,4,1,0
Manhattan,40.720909999999996,-73.99531,Entire home/apt,250,2,34,1,0
Brooklyn,40.68343,-73.99821,Entire home/apt,116,7,1,1,0
Brooklyn,40.69648,-73.92742,Entire home/apt,120,2,5,1,0
Manhattan,40.7844,-73.9485,Private room,70,3,2,1,0
Brooklyn,40.66154,-73.91386999999999,Private room,100,1,3,1,2
Queens,40.76191,-73.93092,Private room,76,2,43,1,8
Manhattan,40.70949,-74.00973,Entire home/apt,150,1,103,1,7
Brooklyn,40.67467,-73.9469,Entire home/apt,100,5,2,1,0
Brooklyn,40.69878,-73.92194,Private room,75,4,2,1,0
Manhattan,40.745940000000004,-73.99829,Entire home/apt,125,3,0,2,0
Brooklyn,40.64816,-73.97279,Entire home/apt,120,15,3,1,0
Bronx,40.877590000000005,-73.88459,Private room,42,2,6,1,62
Brooklyn,40.71209,-73.9571,Entire home/apt,349,1,2,3,105
Manhattan,40.704240000000006,-74.01564,Shared room,299,1,0,1,83
Bronx,40.854440000000004,-73.88462,Private room,30,3,5,2,361
Brooklyn,40.66819,-73.92394,Private room,70,2,5,2,46
Manhattan,40.74685,-73.97892,Entire home/apt,1177,3,42,3,284
Manhattan,40.76892,-73.99016,Private room,110,3,2,1,0
Brooklyn,40.711009999999995,-73.96217,Private room,65,6,1,1,0
Brooklyn,40.656040000000004,-73.88426,Private room,30,1,0,1,174
Brooklyn,40.70393,-73.91427,Entire home/apt,120,2,1,1,0
Queens,40.68501,-73.79162,Private room,33,1,7,3,139
Queens,40.69787,-73.90008,Private room,38,2,4,1,175
Queens,40.66013,-73.77166,Entire home/apt,200,3,23,2,357
Manhattan,40.74881,-73.99375,Entire home/apt,790,2,42,1,36
Manhattan,40.75614,-73.96706,Entire home/apt,225,5,30,1,0
Queens,40.77429,-73.92123000000001,Private room,90,2,8,1,87
Queens,40.77839,-73.90866,Private room,100,2,1,1,0
Manhattan,40.7228,-73.99799,Private room,99,2,35,2,129
Queens,40.755990000000004,-73.93415,Private room,55,1,76,9,229
Queens,40.75571,-73.9338,Private room,55,1,54,9,265
Queens,40.7558,-73.93399000000001,Private room,58,1,62,9,279
Brooklyn,40.69155,-73.94736,Entire home/apt,97,15,8,1,0
Brooklyn,40.68884,-73.93355,Entire home/apt,165,3,10,1,158
Manhattan,40.77478,-73.97986,Entire home/apt,125,30,5,1,0
Brooklyn,40.67966,-73.89028,Entire home/apt,106,1,2,3,0
Queens,40.74729,-73.81865,Private room,60,1,92,6,362
Brooklyn,40.62053,-74.03941999999999,Entire home/apt,99,2,28,1,69
Manhattan,40.76192,-73.9909,Entire home/apt,180,3,3,1,0
Manhattan,40.808440000000004,-73.9502,Entire home/apt,129,28,7,1,40
Manhattan,40.76007,-73.99078,Entire home/apt,160,7,3,1,0
Manhattan,40.76583,-73.98669,Private room,86,1,158,5,170
Brooklyn,40.7049,-73.92448,Private room,155,1,4,2,0
Brooklyn,40.68779,-73.95347,Entire home/apt,185,2,50,1,14
Manhattan,40.76195,-73.99077,Private room,210,1,4,1,0
Manhattan,40.804359999999996,-73.95649,Private room,80,45,1,1,0
Manhattan,40.76269,-73.99364,Entire home/apt,130,30,4,20,272
Manhattan,40.79979,-73.94104,Entire home/apt,113,1,1,1,0
Brooklyn,40.67711,-73.98074,Entire home/apt,160,3,2,1,0
Brooklyn,40.7173,-73.96199,Entire home/apt,350,7,3,1,0
Manhattan,40.75008,-73.97655,Entire home/apt,222,30,2,50,364
Manhattan,40.807520000000004,-73.94994,Private room,65,6,9,2,333
Manhattan,40.79483,-73.93478,Private room,90,3,2,1,0
Manhattan,40.80531,-73.94187,Private room,65,3,3,1,0
Manhattan,40.85117,-73.94344,Private room,55,3,66,1,251
Brooklyn,40.6606,-73.99455,Entire home/apt,94,2,24,1,12
Manhattan,40.74061,-73.97991,Entire home/apt,185,30,4,91,201
Queens,40.745329999999996,-73.86076,Private room,49,2,127,1,64
Manhattan,40.71389,-73.98889,Private room,80,1,9,1,0
Brooklyn,40.64008,-73.89301999999999,Entire home/apt,139,2,64,1,358
Manhattan,40.80225,-73.94491,Private room,70,1,0,1,0
Brooklyn,40.6696,-73.94253,Entire home/apt,400,11,1,1,0
Queens,40.65979,-73.8315,Private room,45,1,1,2,0
Manhattan,40.83784,-73.94081,Private room,75,3,2,1,0
Manhattan,40.71587,-73.9989,Private room,100,2,1,1,0
Manhattan,40.72801,-74.00105,Entire home/apt,150,80,18,1,182
Brooklyn,40.67865,-73.9126,Entire home/apt,100,2,115,1,225
Manhattan,40.71808,-73.99146999999999,Entire home/apt,139,2,2,1,0
Bronx,40.86506,-73.84295,Entire home/apt,40,2,37,1,35
Manhattan,40.761390000000006,-73.96222,Entire home/apt,80,30,4,8,272
Queens,40.766040000000004,-73.79442,Private room,100,1,34,2,189
Brooklyn,40.71111,-73.94792,Private room,100,2,2,1,0
Brooklyn,40.677009999999996,-73.96249,Entire home/apt,150,2,53,1,160
Manhattan,40.76842,-73.99109,Entire home/apt,273,1,46,1,166
Manhattan,40.72653,-74.00054,Entire home/apt,225,3,79,1,151
Brooklyn,40.64651,-74.01749000000001,Entire home/apt,100,3,0,1,0
Brooklyn,40.697720000000004,-73.98365,Entire home/apt,135,2,18,1,0
Manhattan,40.72838,-73.99897,Entire home/apt,400,4,1,1,0
Brooklyn,40.68701,-73.98841999999999,Entire home/apt,125,2,91,2,62
Manhattan,40.75906,-73.98898,Private room,150,2,0,1,0
Manhattan,40.74848,-73.97564,Private room,222,30,0,50,364
Manhattan,40.74896,-73.9762,Entire home/apt,175,30,1,50,364
Manhattan,40.816309999999994,-73.93933,Entire home/apt,70,3,39,1,4
Manhattan,40.74877,-73.97565,Entire home/apt,175,30,1,50,364
Manhattan,40.748290000000004,-73.97554000000001,Entire home/apt,130,30,3,50,364
Manhattan,40.73223,-74.00489,Entire home/apt,150,4,1,1,6
Queens,40.77063,-73.87543000000001,Private room,45,1,222,1,164
Queens,40.69385,-73.90296,Private room,50,1,50,2,341
Brooklyn,40.71566,-73.94485999999999,Private room,100,3,1,1,0
Manhattan,40.71363,-73.9909,Private room,90,1,58,2,10
Brooklyn,40.673590000000004,-73.95812,Private room,45,3,9,2,0
Brooklyn,40.65853,-73.98301,Entire home/apt,175,2,54,1,135
Manhattan,40.784890000000004,-73.97345,Private room,99,20,7,2,125
Brooklyn,40.68949,-73.90987,Private room,60,1,66,3,120
Brooklyn,40.71328,-73.9633,Entire home/apt,158,30,8,1,283
Brooklyn,40.71727,-73.95597,Private room,60,4,36,4,0
Brooklyn,40.71171,-73.95158,Private room,45,7,0,1,0
Manhattan,40.77895,-73.98331999999999,Private room,145,1,43,1,197
Queens,40.75951,-73.82189,Entire home/apt,110,30,5,15,297
Bronx,40.80762,-73.92454000000001,Entire home/apt,115,2,100,1,130
Brooklyn,40.685629999999996,-73.93863,Private room,50,2,23,5,0
Queens,40.75898,-73.81448,Private room,45,3,67,10,349
Queens,40.7726,-73.92298000000001,Entire home/apt,180,4,41,1,120
Brooklyn,40.708220000000004,-73.95921,Entire home/apt,350,30,5,1,166
Brooklyn,40.71195,-73.95872,Entire home/apt,125,3,40,1,0
Manhattan,40.78607,-73.97717,Entire home/apt,180,5,27,1,0
Queens,40.6651,-73.76614000000001,Private room,70,1,19,4,84
Manhattan,40.8258,-73.94405,Entire home/apt,126,3,15,1,2
Manhattan,40.72615,-73.99072,Entire home/apt,190,4,14,1,0
Brooklyn,40.681909999999995,-73.92064,Private room,50,3,86,4,346
Brooklyn,40.68242,-73.95754000000001,Private room,50,3,18,2,0
Manhattan,40.71396,-73.99150999999999,Private room,95,1,55,2,10
Brooklyn,40.68988,-73.95396,Private room,100,1,0,1,0
Brooklyn,40.69883,-73.91583,Entire home/apt,115,2,1,3,0
Queens,40.69474,-73.82284,Entire home/apt,85,2,33,1,179
Bronx,40.869240000000005,-73.90651,Private room,40,30,4,2,148
Manhattan,40.740829999999995,-74.00349,Entire home/apt,195,5,0,1,0
Brooklyn,40.623979999999996,-74.02786,Private room,79,1,0,2,179
Brooklyn,40.625690000000006,-74.02654,Private room,89,1,3,2,269
Manhattan,40.7111,-73.98865,Shared room,32,14,4,28,341
Bronx,40.83408,-73.87419,Private room,28,3,27,2,214
Brooklyn,40.68444,-73.95156,Private room,55,3,1,1,0
Queens,40.65059,-73.82896,Entire home/apt,100,1,42,1,220
Brooklyn,40.69211,-73.98102,Private room,125,3,60,1,0
Brooklyn,40.66505,-73.95998,Entire home/apt,150,2,1,1,0
Manhattan,40.77538,-73.98814,Entire home/apt,300,30,7,25,313
Brooklyn,40.73222,-73.95395,Entire home/apt,150,3,0,1,0
Brooklyn,40.71054,-73.94691,Private room,115,2,0,1,0
Manhattan,40.79803,-73.93648,Private room,100,1,35,2,318
Brooklyn,40.684540000000005,-73.94829,Private room,45,4,0,1,0
Queens,40.76982,-73.90254,Entire home/apt,150,2,18,2,364
Manhattan,40.78631,-73.97752,Entire home/apt,199,2,27,1,335
Brooklyn,40.687290000000004,-73.96785,Private room,50,14,0,1,0
Manhattan,40.7766,-73.94861999999999,Entire home/apt,275,30,17,1,196
Brooklyn,40.68765,-73.90821,Private room,75,1,11,1,0
Brooklyn,40.687870000000004,-74.00036999999999,Entire home/apt,150,15,5,1,105
Brooklyn,40.661970000000004,-73.92586999999999,Entire home/apt,180,3,14,1,175
Queens,40.7557,-73.81237,Private room,43,2,43,10,365
Brooklyn,40.71655,-73.94162,Private room,85,1,28,2,0
Manhattan,40.742740000000005,-73.97918,Private room,115,1,160,1,15
Brooklyn,40.678340000000006,-73.94899000000001,Entire home/apt,105,3,8,1,188
Brooklyn,40.721090000000004,-73.94679000000001,Private room,70,3,1,1,0
Manhattan,40.77576,-73.98883000000001,Entire home/apt,290,30,4,25,281
Queens,40.764070000000004,-73.82518,Entire home/apt,148,1,24,1,77
Manhattan,40.730909999999994,-73.98223,Private room,110,2,29,2,0
Manhattan,40.787290000000006,-73.97033,Private room,110,30,0,1,0
Queens,40.758109999999995,-73.90954,Private room,43,4,19,2,1
Manhattan,40.799690000000005,-73.95449,Entire home/apt,170,3,44,1,0
Brooklyn,40.655159999999995,-73.96121,Private room,65,28,5,3,297
Manhattan,40.79477,-73.93281999999999,Private room,90,2,3,1,0
Manhattan,40.77057,-73.95759,Entire home/apt,159,30,1,87,344
Queens,40.7087,-73.90897,Entire home/apt,175,4,2,1,0
Brooklyn,40.698479999999996,-73.93749,Private room,60,1,72,1,16
Brooklyn,40.64382,-73.97774,Private room,35,3,1,1,0
Brooklyn,40.68824,-73.91628,Entire home/apt,148,2,92,2,4
Manhattan,40.82154,-73.94554000000001,Entire home/apt,110,15,1,1,0
Manhattan,40.80893,-73.93982,Private room,115,3,17,2,0
Manhattan,40.714259999999996,-73.98873,Private room,85,2,30,10,344
Manhattan,40.8152,-73.95175,Private room,50,15,0,1,0
Manhattan,40.79221,-73.97331,Entire home/apt,120,4,7,1,0
Bronx,40.83439,-73.8585,Private room,300,2,9,1,0
Brooklyn,40.67584,-74.00057,Entire home/apt,200,2,6,1,23
Brooklyn,40.69075,-73.9677,Private room,319,1,52,11,365
Manhattan,40.77669,-73.94821999999999,Private room,100,3,5,1,0
Brooklyn,40.72017,-73.9575,Entire home/apt,200,120,0,1,263
Brooklyn,40.69592,-73.93793000000001,Private room,80,1,5,2,0
Brooklyn,40.67844,-74.01058,Entire home/apt,120,2,98,1,193
Manhattan,40.77112,-73.96226,Entire home/apt,239,7,70,1,185
Manhattan,40.7277,-73.97841,Private room,71,2,112,1,129
Manhattan,40.75643,-73.96847,Entire home/apt,120,2,7,2,0
Manhattan,40.80015,-73.96159,Private room,145,2,0,1,0
Brooklyn,40.6926,-73.9639,Private room,95,1,4,1,0
Queens,40.76047,-73.83193,Private room,100,2,1,1,0
Queens,40.76962,-73.74795,Private room,65,2,21,3,89
Brooklyn,40.72402,-73.95285,Private room,60,10,0,1,89
Manhattan,40.8235,-73.94619,Entire home/apt,100,2,1,1,1
Queens,40.6004,-73.7667,Private room,47,30,8,2,303
Manhattan,40.715090000000004,-73.98992,Entire home/apt,126,3,4,1,3
Bronx,40.83555,-73.8757,Private room,25,3,38,2,119
Manhattan,40.756840000000004,-73.99465,Private room,114,1,133,2,67
Manhattan,40.7557,-73.96871,Entire home/apt,185,3,35,1,0
Manhattan,40.81138,-73.95442,Entire home/apt,165,3,22,1,0
Brooklyn,40.6897,-73.91512,Private room,60,2,1,1,0
Manhattan,40.733090000000004,-74.00482,Entire home/apt,225,1,74,1,3
Manhattan,40.77421,-73.95544,Entire home/apt,150,1,1,1,0
Queens,40.74351,-73.92577,Private room,55,7,1,2,353
Manhattan,40.76616,-73.98441,Private room,125,1,39,1,0
Brooklyn,40.64103,-73.99228000000001,Private room,59,8,7,1,109
Queens,40.76705,-73.9169,Private room,95,2,13,2,0
Brooklyn,40.64356,-73.96318000000001,Private room,75,3,19,1,78
Manhattan,40.80323,-73.94253,Private room,1500,5,3,5,219
Manhattan,40.81821,-73.94745999999999,Private room,85,30,53,4,309
Brooklyn,40.67249,-73.94933,Private room,75,3,1,1,0
Brooklyn,40.6749,-73.97979000000001,Private room,130,1,14,1,0
Manhattan,40.81899,-73.94584,Private room,70,30,29,4,292
Manhattan,40.77585,-73.95101,Entire home/apt,128,4,12,1,0
Manhattan,40.843340000000005,-73.9405,Entire home/apt,130,2,94,1,116
Manhattan,40.81042,-73.94717,Entire home/apt,120,4,5,1,0
Brooklyn,40.68569,-73.97346,Private room,69,5,0,1,0
Manhattan,40.80003,-73.96446,Private room,47,1,0,1,0
Manhattan,40.722359999999995,-73.98534000000001,Entire home/apt,181,2,10,1,0
Brooklyn,40.6897,-73.9064,Private room,48,2,39,4,179
Manhattan,40.81978,-73.95476,Private room,50,2,0,1,0
Queens,40.75547,-73.83547,Private room,60,2,24,3,76
Queens,40.75379,-73.83010999999999,Private room,58,3,20,3,88
Manhattan,40.751329999999996,-73.99671,Private room,99,1,77,1,101
Queens,40.74371,-73.9109,Entire home/apt,150,3,87,3,200
Brooklyn,40.724000000000004,-73.95201999999999,Entire home/apt,225,1,18,1,0
Brooklyn,40.667390000000005,-73.88739,Private room,40,1,7,3,364
Brooklyn,40.61902,-74.03514,Entire home/apt,130,2,47,1,165
Queens,40.754329999999996,-73.7688,Private room,35,1,92,3,318
Manhattan,40.77122,-73.95909,Entire home/apt,169,30,0,87,344
Manhattan,40.79567,-73.9366,Private room,150,1,44,2,305
Manhattan,40.75121,-73.99812,Entire home/apt,169,30,1,121,282
Brooklyn,40.67335,-73.95391,Private room,37,15,21,4,67
Manhattan,40.77606,-73.95421999999999,Entire home/apt,125,30,5,5,342
Brooklyn,40.67941,-73.9193,Private room,62,2,28,1,0
Brooklyn,40.6859,-73.96109,Entire home/apt,120,2,17,1,8
Brooklyn,40.68254,-73.94504,Private room,55,5,6,1,0
Brooklyn,40.62187,-73.94414,Entire home/apt,250,1,0,1,0
Brooklyn,40.69358,-73.93721,Private room,45,3,2,1,0
Brooklyn,40.692609999999995,-73.93325,Private room,120,3,22,1,357
Brooklyn,40.68628,-73.96706999999999,Private room,55,5,2,1,0
Manhattan,40.729820000000004,-73.98593000000001,Entire home/apt,140,2,2,1,0
Brooklyn,40.7257,-73.95606,Private room,100,1,2,1,0
Manhattan,40.72269,-73.98862,Private room,80,3,23,1,28
Brooklyn,40.67541,-73.96061,Entire home/apt,70,7,2,1,0
Brooklyn,40.687470000000005,-73.92879,Entire home/apt,189,3,77,1,17
Queens,40.77317,-73.82405,Private room,200,2,12,7,35
Brooklyn,40.667559999999995,-73.88704,Private room,45,1,6,3,333
Manhattan,40.73366,-73.99805,Entire home/apt,275,120,0,1,235
Manhattan,40.750009999999996,-73.97573,Entire home/apt,150,30,2,50,364
Manhattan,40.74872,-73.97700999999999,Entire home/apt,150,30,1,50,364
Brooklyn,40.63928,-73.91081,Private room,65,1,2,2,365
Manhattan,40.74877,-73.977,Entire home/apt,150,30,2,50,364
Manhattan,40.74839,-73.97683,Entire home/apt,195,30,0,50,364
Brooklyn,40.68212,-73.95419,Private room,59,5,5,1,0
Queens,40.70404,-73.85831999999999,Private room,43,1,9,2,301
Brooklyn,40.72268,-73.94163,Entire home/apt,160,10,0,1,42
Queens,40.75602,-73.80241,Private room,95,1,22,2,0
Brooklyn,40.68634,-73.95709000000001,Entire home/apt,190,20,2,1,310
Manhattan,40.7717,-73.96115999999999,Entire home/apt,125,30,5,91,347
Brooklyn,40.68553,-73.99804,Entire home/apt,165,2,0,1,0
Manhattan,40.7198,-73.98209,Private room,135,1,50,1,32
Brooklyn,40.68019,-73.91102,Entire home/apt,225,3,12,1,72
Brooklyn,40.718579999999996,-73.96283000000001,Entire home/apt,380,1,128,1,173
Brooklyn,40.7284,-73.94983,Entire home/apt,200,3,0,1,0
Manhattan,40.769459999999995,-73.986,Entire home/apt,129,3,2,2,0
Brooklyn,40.69195,-73.96045,Entire home/apt,133,2,101,1,87
Brooklyn,40.694720000000004,-73.92376,Private room,44,2,3,2,0
Manhattan,40.7269,-73.9847,Entire home/apt,142,10,22,1,0
Manhattan,40.815670000000004,-73.94841,Private room,55,3,100,1,11
Queens,40.76761,-73.93567,Entire home/apt,185,9,6,1,15
Queens,40.75608,-73.93048,Private room,110,4,5,2,0
Manhattan,40.750170000000004,-73.97684,Entire home/apt,175,30,0,50,364
Manhattan,40.74817,-73.97665,Entire home/apt,222,30,1,50,364
Manhattan,40.74876,-73.97553,Entire home/apt,175,30,5,50,344
Manhattan,40.74865,-73.9753,Entire home/apt,175,30,0,50,364
Brooklyn,40.71433,-73.94026,Entire home/apt,115,2,5,2,0
Brooklyn,40.71866,-73.96417,Private room,180,1,1,1,0
Manhattan,40.718,-73.99665999999999,Private room,80,4,2,1,0
Manhattan,40.83638,-73.94294000000001,Entire home/apt,125,30,3,2,323
Brooklyn,40.689640000000004,-73.95259,Entire home/apt,125,2,11,2,0
Brooklyn,40.665409999999994,-73.95736,Entire home/apt,475,1,29,1,123
Brooklyn,40.681999999999995,-73.91572,Private room,750,1,4,4,89
Queens,40.77061,-73.92109,Entire home/apt,86,4,3,1,0
Brooklyn,40.66788,-73.95111,Private room,75,1,55,1,35
Manhattan,40.761140000000005,-73.961,Entire home/apt,153,30,1,33,365
Manhattan,40.742259999999995,-74.00601999999999,Entire home/apt,165,2,11,1,2
Queens,40.70278,-73.90229000000001,Private room,55,1,37,1,75
Queens,40.6841,-73.78203,Private room,50,1,7,4,155
Manhattan,40.82332,-73.94426,Private room,45,30,2,8,261
Queens,40.59382,-73.75503,Private room,35,1,1,1,0
Queens,40.71063,-73.9152,Private room,90,7,28,1,157
Manhattan,40.74337,-73.99361999999999,Private room,149,2,19,1,274
Manhattan,40.74325,-73.99975,Entire home/apt,175,2,67,2,101
Queens,40.705999999999996,-73.91418,Entire home/apt,90,4,4,1,0
Manhattan,40.80475,-73.9491,Entire home/apt,108,30,3,4,213
Brooklyn,40.71783,-73.95036,Private room,78,2,31,3,0
Manhattan,40.81373,-73.96013,Private room,50,1,0,1,0
Brooklyn,40.69952,-73.92616,Entire home/apt,250,6,1,1,0
Manhattan,40.72105,-73.9931,Entire home/apt,95,2,5,1,0
Manhattan,40.71686,-73.98458000000001,Private room,85,1,1,1,0
Brooklyn,40.67212,-73.95253000000001,Private room,100,1,58,1,37
Queens,40.73554,-73.91858,Private room,60,60,0,1,179
Manhattan,40.75649,-73.97126,Entire home/apt,160,4,12,1,0
Brooklyn,40.689040000000006,-73.9428,Private room,68,1,37,1,0
Manhattan,40.763009999999994,-73.94959,Private room,85,3,34,2,195
Brooklyn,40.711909999999996,-73.95988,Entire home/apt,198,30,9,3,298
Brooklyn,40.709579999999995,-73.96525,Entire home/apt,290,3,6,1,0
Queens,40.6999,-73.90059000000001,Private room,48,3,2,1,0
Manhattan,40.84301,-73.94175,Shared room,60,1,0,1,0
Brooklyn,40.672340000000005,-73.914,Private room,75,1,34,1,35
Manhattan,40.7456,-73.99771,Entire home/apt,250,4,1,1,0
Manhattan,40.80305,-73.95766,Private room,50,5,8,1,188
Brooklyn,40.67261,-73.9578,Private room,90,1,0,1,0
Manhattan,40.7613,-73.99155,Private room,155,1,58,4,304
Manhattan,40.73386,-73.99643,Entire home/apt,220,5,7,1,0
Manhattan,40.72535,-73.99341,Entire home/apt,250,2,22,1,89
Manhattan,40.762029999999996,-73.96607,Entire home/apt,378,1,72,1,52
Brooklyn,40.692370000000004,-73.91906999999999,Entire home/apt,325,3,0,1,0
Brooklyn,40.68527,-73.93924,Private room,35,2,1,1,0
Queens,40.77241,-73.82388,Private room,45,2,24,7,57
Manhattan,40.804359999999996,-73.94865,Entire home/apt,96,30,5,4,32
Brooklyn,40.70796,-73.92412,Private room,78,2,3,1,73
Manhattan,40.7248,-73.9854,Private room,110,4,23,1,93
Brooklyn,40.69238,-73.93989,Private room,37,10,1,1,0
Queens,40.70428,-73.81353,Private room,135,1,0,18,365
Brooklyn,40.643879999999996,-73.9813,Private room,45,1,52,11,42
Manhattan,40.72229,-73.99308,Private room,60,3,10,1,0
Manhattan,40.80101,-73.9439,Entire home/apt,125,4,1,1,0
Queens,40.76505,-73.93002,Private room,95,1,0,1,177
Brooklyn,40.68742,-73.91957,Entire home/apt,5000,2,8,1,0
