bairro,endereco,quartos,tipo,preco,distancia_aeroporto,cep,banheiros,vagas,area_terreno,area_construida,ano_construcao,latitude,longitude
Doncaster,3 Maralee Pl,3,casa,1850000.0,13.9,3108.0,1,2,1073.0,143.0,1960.0,-37.7772,145.1157
Bentleigh East,18 Patricia St,3,casa,1020000.0,13.9,3165.0,1,2,596.0,144.0,1960.0,-37.9251,145.0771
Glenroy,55 Daley St,3,casa,610000.0,13.0,3046.0,1,3,640.0,144.0,1960.0,-37.6979,144.9335
Kingsville,100 Coronation St,4,casa,1205000.0,7.8,3012.0,1,1,318.0,145.0,1960.0,-37.81048,144.88281
Hadfield,72 Sutherland St,3,casa,740000.0,12.1,3046.0,1,4,605.0,145.0,1960.0,-37.70604,144.94637
Sunshine,32 Matthews St,3,casa,950000.0,12.6,3020.0,1,1,700.0,145.0,1960.0,-37.7933,144.8411
Keilor East,40 Borva Dr,3,casa,601200.0,12.8,3033.0,1,1,554.0,147.0,1960.0,-37.7303,144.8636
Coburg,13 Kaye Ct,4,casa,838000.0,7.8,3058.0,1,1,576.0,147.0,1960.0,-37.7369,144.9637
Ascot Vale,41 Monash St,3,casa,1230000.0,5.9,3032.0,1,2,594.0,148.0,1960.0,-37.7819,144.9064
Sunshine West,17 Fern St,3,casa,480000.0,13.5,3020.0,1,2,696.0,148.0,1960.0,-37.7836,144.7988
Bentleigh East,1/6 Richard St,2,kitnet,651000.0,13.9,3165.0,1,1,265.0,150.0,1960.0,-37.9223,145.0747
Glenroy,135 Hilton St,3,casa,600000.0,13.0,3046.0,1,2,599.0,150.0,1960.0,-37.7009,144.9291
Bentleigh East,39 Shrewsbury St,4,casa,1365000.0,13.9,3165.0,1,1,582.0,151.0,1960.0,-37.9129,145.0598
Balwyn North,11 Milfay Ct,3,casa,1651000.0,9.2,3104.0,1,2,657.0,151.0,1960.0,-37.7895,145.0985
Watsonia,18 Papua St,3,casa,922000.0,14.9,3087.0,1,2,798.0,153.0,1960.0,-37.7112,145.0869
Sunshine West,34 Joan St,3,casa,682000.0,13.5,3020.0,1,1,694.0,155.0,1960.0,-37.7894,144.8027
Templestowe Lower,8 Corroboree Pl,3,casa,1200000.0,13.8,3107.0,1,2,730.0,155.0,1960.0,-37.76,145.1054
Altona North,2 Gadsden St,3,casa,728500.0,11.1,3025.0,1,1,531.0,157.0,1960.0,-37.8277,144.8385
Altona North,5 Cresser St,4,casa,1200000.0,11.1,3025.0,1,4,633.0,158.0,1960.0,-37.8375,144.8541
Pascoe Vale,27 Quick St,4,casa,975000.0,9.9,3044.0,1,1,733.0,159.0,1960.0,-37.7194,144.9307
Murrumbeena,15 Thaxted Rd,3,casa,1430000.0,12.1,3163.0,1,2,618.0,163.0,1960.0,-37.8991,145.0686
Carnegie,212 Neerim Rd,3,casa,1295000.0,11.4,3163.0,1,2,425.0,166.0,1960.0,-37.8876,145.0502
Sunshine West,4 Day St,3,casa,520000.0,13.5,3020.0,1,2,691.0,170.0,1960.0,-37.7886,144.8138
Viewbank,14 Rosemary Ct,4,casa,730000.0,13.8,3084.0,1,1,865.0,172.0,1960.0,-37.7297,145.0946
Jacana,3 Fidge Ct,3,casa,600000.0,14.5,3047.0,1,2,647.0,173.0,1960.0,-37.6904,144.9121
Templestowe Lower,15 Killarney Rd,3,casa,1002000.0,13.8,3107.0,1,2,799.0,174.0,1960.0,-37.7698,145.1028
Ascot Vale,58 Bloomfield Rd,3,casa,1215000.0,5.9,3032.0,1,1,452.0,175.0,1960.0,-37.7762,144.9174
Bulleen,42 Robert St,4,casa,1300000.0,11.8,3105.0,1,2,717.0,180.0,1960.0,-37.7608,145.0862
Burwood,19 Pearce St,5,casa,1225000.0,11.7,3125.0,1,2,633.0,182.0,1960.0,-37.85572,145.12851
Burwood,362 Burwood Hwy,2,casa,1815000.0,11.7,3125.0,1,1,698.0,196.0,1960.0,-37.85177,145.12784
Oak Park,40 Devereaux St,4,casa,840000.0,11.5,3046.0,1,2,704.0,196.0,1960.0,-37.7143,144.9096
Reservoir,3 Hillcroft St,3,casa,810000.0,11.2,3073.0,1,2,564.0,558.0,1960.0,-37.7196,144.9899
Glenroy,91 Gowrie St,3,casa,822000.0,13.0,3046.0,1,2,738.0,107.4,1960.0,-37.6972,144.94208
Camberwell,20 Crellin Gr,2,casa,1900000.0,7.8,3124.0,1,3,633.0,134.3,1960.0,-37.84267,145.08238
Airport West,37 North St,3,apartamento,825000.0,13.5,3042.0,2,1,293.0,102.0,1960.0,-37.72,144.8776
Moorabbin,15 Genoa St,3,casa,937000.0,14.6,3189.0,2,1,534.0,104.0,1960.0,-37.9426,145.0568
Pascoe Vale,17 Prospect St,3,casa,880000.0,9.9,3044.0,2,2,588.0,106.0,1960.0,-37.7283,144.9356
Hadfield,75 West St,3,casa,800000.0,12.1,3046.0,2,2,565.0,116.0,1960.0,-37.7094,144.9377
Bentleigh East,3 Veronica St,3,casa,1390000.0,13.9,3165.0,2,2,590.0,118.0,1960.0,-37.9256,145.0757
Bentleigh East,978 North Rd,3,casa,959000.0,13.9,3165.0,2,2,557.0,119.0,1960.0,-37.90758,145.06804
Oakleigh South,8 Riley St,3,casa,1000000.0,14.7,3167.0,2,2,575.0,120.0,1960.0,-37.9215,145.0925
Reservoir,12 Borrie St,3,casa,703000.0,11.2,3073.0,2,1,597.0,120.0,1960.0,-37.7066,145.0203
Altona North,6 Hill St,3,casa,815000.0,11.1,3025.0,2,3,555.0,130.0,1960.0,-37.8318,144.8388
Yarraville,101 Roberts St,3,casa,1050000.0,7.0,3013.0,2,1,462.0,132.0,1960.0,-37.8128,144.8695
Sunshine North,49 Metherall St,5,casa,605000.0,13.3,3020.0,2,2,661.0,133.0,1960.0,-37.7651,144.8241
Heidelberg Heights,5 Burns Ct,3,casa,909000.0,10.5,3081.0,2,2,585.0,134.0,1960.0,-37.7358,145.0546
Oakleigh South,298 Warrigal Rd,3,casa,799999.0,14.7,3167.0,2,4,590.0,135.0,1960.0,-37.91153,145.08497
Murrumbeena,22 Victory St,3,casa,1090000.0,12.1,3163.0,2,2,553.0,138.0,1960.0,-37.9031,145.0668
Keilor East,57 Wonganella Dr,3,casa,757000.0,12.8,3033.0,2,1,532.0,140.0,1960.0,-37.7295,144.8644
Avondale Heights,72 Military Rd,4,casa,680000.0,10.5,3034.0,2,2,554.0,140.0,1960.0,-37.7649,144.8633
Albion,14 Delmont St,3,casa,730000.0,13.9,3020.0,2,3,628.0,140.0,1960.0,-37.7801,144.8121
Bentleigh,11 Rogers Rd,3,casa,1425000.0,13.0,3204.0,2,2,613.0,143.0,1960.0,-37.9311,145.0428
Camberwell,68 Bowen St,3,casa,3400000.0,7.8,3124.0,2,4,877.0,146.0,1960.0,-37.8437,145.0623
Watsonia,295 Greenwood Dr,3,casa,860500.0,14.9,3087.0,2,0,767.0,147.0,1960.0,-37.7084,145.0788
Thornbury,337 Rossmoyne St,4,casa,928500.0,6.5,3071.0,2,2,538.0,150.0,1960.0,-37.7595,145.0241
Glen Iris,98 Bath Rd,4,casa,1950000.0,9.2,3146.0,2,2,775.0,155.0,1960.0,-37.8561,145.0934
Templestowe Lower,16 Rosa St,3,casa,1509000.0,13.8,3107.0,2,2,812.0,158.0,1960.0,-37.7714,145.1141
Bentleigh East,12 Millard St,4,casa,1115000.0,13.9,3165.0,2,2,575.0,160.0,1960.0,-37.9274,145.0654
Moorabbin,7 Barbara St,3,casa,1090000.0,14.6,3189.0,2,2,784.0,160.0,1960.0,-37.9368,145.0568
Moorabbin,51 Clay St,3,casa,1008000.0,14.6,3189.0,2,1,1660.0,160.0,1960.0,-37.9354,145.0464
Heidelberg Heights,15 Outhwaite Rd,4,casa,1086000.0,10.5,3081.0,2,2,724.0,161.0,1960.0,-37.7404,145.0582
Camberwell,15 Hollsmoor Rd,4,casa,2228000.0,7.8,3124.0,2,2,813.0,163.0,1960.0,-37.8405,145.0903
Camberwell,89 Radnor St,3,casa,1987000.0,7.8,3124.0,2,2,706.0,164.0,1960.0,-37.8457,145.0611
Balwyn North,41 Helston St,4,casa,1800000.0,9.2,3104.0,2,4,587.0,165.0,1960.0,-37.7841,145.0953
Balwyn North,41 Helston St,4,casa,1900000.0,9.2,3104.0,2,4,587.0,165.0,1960.0,-37.7841,145.0953
Balwyn North,1 Bolinda Rd,3,casa,1700000.0,9.2,3104.0,2,3,763.0,168.0,1960.0,-37.7935,145.0865
Oak Park,1 Jacaranda St,3,casa,770000.0,11.5,3046.0,2,2,382.0,173.0,1960.0,-37.7152,144.9165
Bentleigh East,8 Leo St,4,casa,1110000.0,13.9,3165.0,2,2,583.0,176.0,1960.0,-37.9262,145.0624
Viewbank,40 Castleton Rd,3,casa,820000.0,13.8,3084.0,2,2,628.0,177.0,1960.0,-37.7314,145.0941
Aberfeldie,47 Clifton St,4,casa,1350000.0,9.1,3040.0,2,2,1076.0,180.0,1960.0,-37.7609,144.8905
Balwyn North,14 Kawarren St,4,casa,1750000.0,9.2,3104.0,2,2,673.0,185.0,1960.0,-37.7856,145.0918
Bulleen,130 Manningham Rd,3,casa,880000.0,11.8,3105.0,2,2,514.0,190.0,1960.0,-37.7683,145.0959
Bentleigh East,19 Denver St,5,casa,1275000.0,13.9,3165.0,2,2,683.0,190.0,1960.0,-37.9333,145.0602
Bentleigh East,71 Bignell Rd,4,casa,1200000.0,13.9,3165.0,2,2,619.0,191.0,1960.0,-37.9358,145.0688
Balwyn North,43 Helston St,4,casa,1530000.0,9.2,3104.0,2,2,701.0,198.0,1960.0,-37.7839,145.0954
Rosanna,20 Rowell St,5,casa,1101500.0,11.4,3084.0,2,1,629.0,207.0,1960.0,-37.7395,145.0773
Camberwell,91 Radnor St,4,casa,2030000.0,7.8,3124.0,2,2,686.0,210.0,1960.0,-37.8458,145.0611
Doncaster,5 Arnold Gr,4,casa,1868000.0,13.9,3108.0,2,2,925.0,218.0,1960.0,-37.7869,145.1183
Murrumbeena,22 Brett St,5,casa,1300000.0,12.1,3163.0,2,2,683.0,223.0,1960.0,-37.9055,145.0691
Bulleen,135 Manningham Rd,4,casa,1085000.0,11.8,3105.0,2,1,1124.0,225.0,1960.0,-37.7679,145.0958
Yallambie,14 Borlase St,5,casa,1060000.0,15.0,3085.0,2,2,627.0,232.0,1960.0,-37.85079,144.98846
Brighton East,7 Balfour St,4,casa,1940000.0,10.7,3187.0,2,2,682.0,240.0,1960.0,-37.9205,145.0122
Balwyn,12 Wills St,5,casa,2450000.0,9.7,3103.0,2,2,981.0,260.0,1960.0,-37.8058,145.0627
Kew,61 Molesworth St,3,casa,3650000.0,5.6,3101.0,2,3,1353.0,282.0,1960.0,-37.8006,145.0218
Reservoir,193 Edwardes St,3,casa,915000.0,11.2,3073.0,3,2,618.0,153.0,1960.0,-37.7154,144.9962
Moorabbin,38 Royena Rd,4,casa,1000000.0,14.6,3189.0,3,4,581.0,159.0,1960.0,-37.9382,145.0577
Bentleigh East,13 Brooks St,4,apartamento,1060000.0,13.9,3165.0,3,1,313.0,166.0,1960.0,-37.9164,145.0765
Maribyrnong,23 Duffy St,4,casa,1180000.0,8.7,3032.0,3,2,688.0,166.0,1960.0,-37.7713,144.8937
Brighton East,50 Lucas St,5,casa,2550000.0,10.7,3187.0,3,2,915.0,233.0,1960.0,-37.9231,145.0104
Brighton,17 McCallum St,4,casa,3695000.0,11.2,3186.0,3,2,836.0,284.0,1960.0,-37.9071,144.9898
Eaglemont,20 Glenard Dr,4,casa,2309000.0,10.3,3084.0,3,2,1177.0,291.0,1960.0,-37.7652,145.0687
Balwyn North,19 Jacka St,4,casa,3230000.0,9.2,3104.0,4,3,1135.0,275.0,1960.0,-37.8014,145.0892
Kew East,62 Munro St,4,casa,2081000.0,7.5,3102.0,4,3,948.0,311.0,1960.0,-37.7881,145.0631
Brighton East,9 Montgomery St,4,casa,2820000.0,10.7,3187.0,4,4,509.0,337.0,1960.0,-37.9172,145.0214
Kingsbury,1/37 Clunes St,3,kitnet,488000.0,12.4,3083.0,1,1,260.0,150.0,1961.0,-37.87565,144.99188
Avondale Heights,109 North Rd,4,casa,762000.0,10.5,3034.0,2,2,589.0,150.0,1961.0,-37.7573,144.8534
Balwyn North,430 Balwyn Rd,5,casa,1875000.0,9.2,3104.0,3,2,842.0,200.0,1961.0,-37.7854,145.0869
Toorak,4 Nola Ct,4,casa,4000000.0,4.6,3142.0,2,2,684.0,331.0,1963.0,-37.8485,145.0169
Caulfield North,8/54 Narong Rd,1,kitnet,305000.0,8.1,3161.0,1,1,750.0,43.0,1965.0,-37.86781,145.0197
Thornbury,5/82 Gooch St,2,kitnet,432500.0,6.5,3071.0,1,1,748.0,56.0,1965.0,-37.7587,145.0064
Hawthorn,3/566 Glenferrie Rd,2,kitnet,587500.0,4.6,3122.0,1,1,1099.0,72.0,1965.0,-37.8271,145.0347
Preston,4/22 Newcastle St,2,kitnet,485000.0,8.8,3072.0,1,1,117.0,73.0,1965.0,-37.7514,145.0118
Hawthorn,2/21 Elphin Gr,2,kitnet,657500.0,4.6,3122.0,1,1,728.0,73.0,1965.0,-37.8177,145.0424
Kensington,51 Rankins Rd,2,casa,765000.0,4.2,3031.0,1,2,158.0,76.0,1965.0,-37.7902,144.9319
Reservoir,3/66 Darebin Bvd,2,kitnet,401000.0,11.2,3073.0,1,1,184.0,77.0,1965.0,-37.7043,145.0277
Box Hill,6/29 Barkly St,2,kitnet,645000.0,13.1,3128.0,1,1,140.0,81.0,1965.0,-37.8271,145.1299
Moonee Ponds,4/6 Turner St,2,kitnet,600000.0,6.9,3039.0,1,1,166.0,81.0,1965.0,-37.7624,144.9365
Heidelberg West,23 Redwood St,3,casa,691000.0,9.4,3081.0,1,2,624.0,86.0,1965.0,-37.7456,145.0397
Prahran,18/61 High St,2,kitnet,685000.0,4.5,3181.0,1,1,8220.0,87.0,1965.0,-37.85378,145.00925
Oakleigh South,19 Reid St,2,casa,778000.0,14.7,3167.0,1,1,806.0,89.0,1965.0,-37.9112,145.0873
Ivanhoe,5/52 Locksley Rd,2,kitnet,739000.0,7.9,3079.0,1,1,648.0,91.0,1965.0,-37.7702,145.0493
Burwood,2a Iris St,2,casa,633000.0,11.7,3125.0,1,1,276.0,92.0,1965.0,-37.8454,145.0971
Jacana,25 Bliburg St,3,casa,495000.0,14.5,3047.0,1,2,598.0,92.0,1965.0,-37.6878,144.9112
Carnegie,5/33 Gnarwyn Rd,2,kitnet,632500.0,11.4,3163.0,1,1,99.0,98.0,1965.0,-37.8946,145.0588
Reservoir,273 Mahoneys Rd,3,casa,601000.0,11.2,3073.0,1,2,460.0,102.0,1965.0,-37.6917,144.9755
Heidelberg,57 Martin St,3,casa,1375000.0,10.6,3084.0,1,1,639.0,115.0,1965.0,-37.7502,145.0605
Avondale Heights,20 Westminster Dr,3,casa,892500.0,10.5,3034.0,1,1,586.0,118.0,1965.0,-37.7642,144.8603
Fawkner,250 McBryde St,3,casa,609000.0,12.4,3060.0,1,4,528.0,120.0,1965.0,-37.6989,144.9779
Doncaster,9 Arthur St,3,casa,1355000.0,13.9,3108.0,1,1,814.0,120.0,1965.0,-37.79094,145.13091
Preston,22 Furzer St,3,casa,1200000.0,8.8,3072.0,1,1,847.0,120.0,1965.0,-37.7279,144.9849
Keilor East,74 Lincoln Dr,4,casa,845000.0,12.8,3033.0,1,1,622.0,126.0,1965.0,-37.7425,144.8683
Glenroy,39 Morley St,3,casa,806500.0,13.0,3046.0,1,2,766.0,127.0,1965.0,-37.6988,144.9372
Fawkner,256 McBryde St,3,casa,640000.0,12.4,3060.0,1,4,533.0,135.0,1965.0,-37.6985,144.9778
Reservoir,29 Dredge St,3,casa,510000.0,11.2,3073.0,1,2,543.0,135.0,1965.0,-37.6946,144.9962
Bulleen,28 Flinders St,2,casa,903000.0,11.8,3105.0,1,1,591.0,140.0,1965.0,-37.7679,145.0978
Keilor East,83 Wyong St,3,casa,785000.0,12.8,3033.0,1,2,606.0,141.0,1965.0,-37.7311,144.8663
Reservoir,119 Hughes Pde,3,casa,680000.0,11.2,3073.0,1,4,527.0,146.0,1965.0,-37.6983,144.9941
Altona North,25 Allan St,4,casa,875000.0,11.1,3025.0,1,4,559.0,169.0,1965.0,-37.8448,144.8529
Doncaster,741 Elgar Rd,3,casa,1391000.0,13.9,3108.0,1,1,764.0,175.0,1965.0,-37.7934,145.1207
Oakleigh,62 Eastgate St,4,casa,1180000.0,14.0,3166.0,1,2,604.0,183.0,1965.0,-37.9087,145.0886
Spotswood,4 Steel St,3,casa,690000.0,7.7,3015.0,1,2,532.0,518.0,1965.0,-37.8248,144.8717
Hawthorn,28/168 Power St,1,kitnet,360000.0,4.6,3122.0,1,1,6494.0,77.5,1965.0,-37.82538,145.03863
Kew,4/34 Dean St,2,kitnet,890000.0,5.6,3101.0,2,1,89.0,87.0,1965.0,-37.8148,145.0571
Yarraville,160 Hyde St,3,casa,871000.0,7.0,3013.0,2,2,428.0,100.0,1965.0,-37.8167,144.8965
Albion,29 Norwood St,3,casa,593000.0,13.9,3020.0,2,2,605.0,102.0,1965.0,-37.7792,144.8117
Preston,53 William St,3,casa,917500.0,8.8,3072.0,2,2,472.0,123.0,1965.0,-37.73031,145.01154
Malvern East,15 Prior Rd,3,casa,1335000.0,11.2,3145.0,2,2,606.0,133.0,1965.0,-37.8831,145.0879
Templestowe Lower,65 Glenair St,3,casa,1101000.0,13.8,3107.0,2,2,643.0,135.0,1965.0,-37.7602,145.1166
Altona,27 McIntyre Dr,3,casa,840000.0,13.8,3018.0,2,2,534.0,136.0,1965.0,-37.86,144.8245
Templestowe Lower,132 Templestowe Rd,4,casa,1020000.0,13.8,3107.0,2,2,652.0,145.0,1965.0,-37.7557,145.0957
Reservoir,18 Elizabeth Ct,3,casa,668000.0,11.2,3073.0,2,1,618.0,149.0,1965.0,-37.6989,145.0212
Doncaster,394 Manningham Rd,3,casa,1202000.0,13.9,3108.0,2,2,649.0,150.0,1965.0,-37.7794,145.1224
Doncaster,4 Benton Ct,3,casa,1250000.0,13.9,3108.0,2,1,728.0,150.0,1965.0,-37.7813,145.1318
Templestowe Lower,20 Astley St,4,casa,1209000.0,13.8,3107.0,2,2,770.0,160.0,1965.0,-37.7617,145.1065
Bentleigh,64 Tucker Rd,3,casa,1095000.0,13.0,3204.0,2,1,581.0,170.0,1965.0,-37.9286,145.0495
Oak Park,11 Murphy St,4,casa,920000.0,11.5,3046.0,2,2,780.0,179.0,1965.0,-37.7168,144.9171
Strathmore,186 Mascoma St,5,casa,910000.0,9.7,3041.0,2,2,533.0,204.0,1965.0,-37.73451,144.90552
Bulleen,8 Vera St,3,casa,1050000.0,11.8,3105.0,2,1,728.0,719.0,1965.0,-37.7765,145.1031
Bulleen,38 Balwyn Rd,3,casa,905000.0,11.8,3105.0,3,2,401.0,165.0,1965.0,-37.7733,145.0901
Doncaster,40 Wetherby Rd,4,casa,1100000.0,13.9,3108.0,3,2,661.0,170.0,1965.0,-37.79045,145.14334
Altona North,45 Hearn St,5,casa,1085000.0,11.1,3025.0,3,6,592.0,251.0,1965.0,-37.8388,144.8567
Watsonia,5 Princes St,3,casa,645000.0,14.9,3087.0,1,1,355.0,111.0,1966.0,-37.7065,145.0825
Sunshine West,11 Links St,3,casa,680000.0,13.5,3020.0,1,2,726.0,144.0,1966.0,-37.7905,144.8073
Glen Iris,15 Yeovil Rd,4,casa,2950000.0,9.2,3146.0,2,2,1485.0,295.0,1966.0,-37.8509,145.0856
Strathmore Heights,12 Boeing Rd,4,casa,931999.0,12.5,3041.0,3,2,528.0,192.0,1966.0,-37.7137,144.8987
Altona North,33 Carthy St,3,casa,683000.0,11.1,3025.0,1,2,534.0,167.0,1967.0,-37.8284,144.8355
Sunshine West,91 Hilma St,4,casa,685000.0,13.5,3020.0,2,2,572.0,184.0,1967.0,-37.8017,144.80643
Brighton,5 Blairgowrie Ct,3,casa,3025000.0,11.2,3186.0,2,4,649.0,195.0,1967.0,-37.90555,144.9893
Toorak,4 Matthews Ct,3,casa,2820000.0,4.6,3142.0,2,2,600.0,205.0,1967.0,-37.8332,145.0117
Kew,2/27 Pakington St,2,kitnet,610000.0,5.6,3101.0,1,1,745.0,72.0,1968.0,-37.8024,145.0346
Kew,2/27 Pakington St,2,kitnet,610000.0,5.6,3101.0,1,1,745.0,72.0,1968.0,-37.8024,145.0346
Glenroy,106 Outlook Dr,3,casa,600000.0,13.0,3046.0,1,4,541.0,139.0,1968.0,-37.7051,144.9069
Glenroy,46 Moonee Bvd,4,casa,600000.0,13.0,3046.0,1,2,586.0,159.0,1968.0,-37.6975,144.9065
Yarraville,50 Tongue St,4,casa,1870000.0,7.0,3013.0,1,3,766.0,167.0,1968.0,-37.8126,144.8905
Templestowe Lower,13 Tasker St,3,casa,1010000.0,13.8,3107.0,2,2,751.0,175.0,1968.0,-37.77,145.1025
Kew East,89 Kilby Rd,6,casa,1300000.0,7.5,3102.0,3,2,730.0,310.0,1968.0,-37.7917,145.0509
Hawthorn,9/69 Wattle Rd,3,kitnet,1189000.0,4.6,3122.0,1,1,181.0,122.0,1969.0,-37.8243,145.0328
Doncaster,46 Winston Dr,4,casa,1462500.0,13.9,3108.0,3,2,654.0,160.0,1969.0,-37.7795,145.1294
Surrey Hills,20 Scottsdale St,4,casa,2160000.0,11.2,3127.0,3,4,1064.0,236.0,1969.0,-37.8324,145.1018
Brighton East,92 Thomas St,5,casa,3207000.0,10.7,3187.0,5,3,1561.0,272.0,1969.0,-37.9102,145.0245
Hawthorn,12/5 Summerlea Gr,1,kitnet,275000.0,4.6,3122.0,1,0,479.0,30.0,1970.0,-37.82917,145.02512
Albion,1/121 Anderson Rd,1,kitnet,200000.0,13.9,3020.0,1,1,1175.0,35.0,1970.0,-37.77976,144.81694
North Melbourne,11/368 Dryburgh St,1,kitnet,358000.0,2.3,3051.0,1,1,649.0,43.0,1970.0,-37.7971,144.9448
Caulfield North,8/359 Balaclava Rd,1,kitnet,290000.0,8.1,3161.0,1,1,952.0,43.0,1970.0,-37.8744,145.0371
West Footscray,6/16 Warleigh Rd,1,kitnet,288000.0,8.2,3012.0,1,1,628.0,44.0,1970.0,-37.7993,144.8794
Glen Iris,11/63 Edgar St N,1,apartamento,345000.0,9.2,3146.0,1,1,745.0,44.0,1970.0,-37.8505,145.0459
Hawthorn East,5/80 Campbell Rd,1,kitnet,371000.0,7.5,3123.0,1,0,917.0,44.0,1970.0,-37.8338,145.0545
Brunswick,10/285 Brunswick Rd,1,kitnet,370000.0,5.2,3056.0,1,1,540.0,45.0,1970.0,-37.7766,144.9574
Footscray,6/114 Commercial Rd,1,kitnet,291000.0,6.4,3011.0,1,1,665.0,46.0,1970.0,-37.7978,144.8918
Carnegie,8/54 Moonya Rd,1,kitnet,346000.0,11.4,3163.0,1,1,60.0,48.0,1970.0,-37.8965,145.0618
Brunswick,2/15 De Carle St,2,kitnet,320000.0,5.2,3056.0,1,1,638.0,48.0,1970.0,-37.76197,144.96468000000004
Prahran,2/36 Clarke St,1,kitnet,482500.0,4.5,3181.0,1,1,443.0,50.0,1970.0,-37.8493,145.0006
Clifton Hill,3/30 Edmund St,2,kitnet,495000.0,3.4,3068.0,1,1,515.0,50.0,1970.0,-37.7875,145.0049
Balaclava,3/33 Gourlay St,2,kitnet,540000.0,6.6,3183.0,1,1,483.0,51.0,1970.0,-37.8727,144.9969
Brunswick West,2/11 Howson St,2,kitnet,640000.0,5.9,3055.0,1,1,559.0,57.0,1970.0,-37.77072,144.9488
Ashwood,1/7 Queens Pde,2,kitnet,822000.0,12.2,3147.0,1,1,78.0,59.0,1970.0,-37.86773,145.09807
Brunswick West,2/13 Walker St,2,kitnet,471000.0,5.9,3055.0,1,1,564.0,60.0,1970.0,-37.7665,144.9425
Reservoir,5/25 Ashley St,2,kitnet,300000.0,11.2,3073.0,1,1,87.0,62.0,1970.0,-37.7174,145.0016
Ascot Vale,2/21 Harold St,2,kitnet,490000.0,5.9,3032.0,1,1,423.0,62.0,1970.0,-37.7736,144.9015
Reservoir,2/14 Drysdale St,2,kitnet,330000.0,11.2,3073.0,1,1,90.0,64.0,1970.0,-37.7295,145.0243
West Footscray,4/38 Hampton Pde,2,kitnet,266000.0,8.2,3012.0,1,1,1059.0,65.0,1970.0,-37.79634,144.87615
Reservoir,8/211 Edwardes St,2,kitnet,336000.0,11.2,3073.0,1,1,99.0,67.0,1970.0,-37.7166,144.9911
Reservoir,4/62 St Vigeons Rd,2,kitnet,350000.0,11.2,3073.0,1,1,102.0,67.0,1970.0,-37.7064,145.0264
Carnegie,5/35 Moonya Rd,2,kitnet,585000.0,11.4,3163.0,1,1,108.0,67.0,1970.0,-37.8973,145.0596
St Kilda,1/45 Robe St,2,kitnet,400000.0,6.1,3182.0,1,1,797.0,67.0,1970.0,-37.8642,144.9793
Brunswick West,1/5 Allard St,2,kitnet,407500.0,5.9,3055.0,1,1,1097.0,67.0,1970.0,-37.76858,144.9421
Fairfield,1/72 Rathmines St,2,kitnet,510000.0,5.8,3078.0,1,1,1658.0,68.0,1970.0,-37.7781,145.0157
Hawthorn East,5/107 Victoria Rd,2,kitnet,655250.0,7.5,3123.0,1,1,1153.0,69.0,1970.0,-37.8227,145.0528
Eaglemont,1/16 Cape St,2,kitnet,525000.0,10.3,3084.0,1,1,79.0,70.0,1970.0,-37.7612,145.0663
Altona North,4/221 Blackshaws Rd,2,kitnet,292000.0,11.1,3025.0,1,1,153.0,70.0,1970.0,-37.8332,144.8649
Kew East,2/14 Westbrook St,2,kitnet,590000.0,7.5,3102.0,1,1,838.0,70.0,1970.0,-37.7974,145.06103000000004
North Melbourne,23/43 Haines St,2,kitnet,450000.0,2.3,3051.0,1,1,1588.0,71.0,1970.0,-37.7988,144.9478
Sunshine,1/10 Norma St,2,kitnet,425500.0,12.6,3020.0,1,0,153.0,72.0,1970.0,-37.7912,144.8439
Carnegie,1/15 Rosstown Rd,2,kitnet,405000.0,11.4,3163.0,1,1,967.0,72.0,1970.0,-37.8843,145.0531
Preston,4/55 Regent St,2,kitnet,530000.0,8.8,3072.0,1,1,106.0,74.0,1970.0,-37.7306,144.9993
Bulleen,2/1 Colite St,2,apartamento,599900.0,11.8,3105.0,1,2,135.0,76.0,1970.0,-37.77874,145.09175
Surrey Hills,4/5 Middlesex Rd,2,kitnet,656000.0,11.2,3127.0,1,1,951.0,76.0,1970.0,-37.8261,145.0902
Reservoir,1/18 Duffy St,2,kitnet,376000.0,11.2,3073.0,1,1,104.0,77.0,1970.0,-37.7104,145.0076
Brunswick,3/15 Mitchell St,2,kitnet,735000.0,5.2,3056.0,1,2,173.0,77.0,1970.0,-37.75857,144.9653
Essendon,5/8 Violet St,2,kitnet,440000.0,8.0,3040.0,1,1,1011.0,77.0,1970.0,-37.7556,144.9132
Surrey Hills,2/23 Broughton Rd,2,kitnet,610000.0,11.2,3127.0,1,1,102.0,78.0,1970.0,-37.8288,145.1048
Fawkner,1/71 Lynch Rd,2,kitnet,333000.0,12.4,3060.0,1,1,97.0,79.0,1970.0,-37.7118,144.9689
Preston,1/28 Carlisle St,2,kitnet,610000.0,8.8,3072.0,1,1,126.0,79.0,1970.0,-37.7523,145.0091
Ashwood,4/36 Queens Pde,2,kitnet,600000.0,12.2,3147.0,1,1,153.0,80.0,1970.0,-37.8696,145.0962
Caulfield South,1/19 Trevascus St,2,kitnet,525500.0,9.3,3162.0,1,1,831.0,80.0,1970.0,-37.8974,145.0294
Armadale,10/51 Armadale St,2,kitnet,710000.0,6.3,3143.0,1,1,2471.0,80.0,1970.0,-37.8573,145.0186
Carnegie,1/12 Kokaribb Rd,2,kitnet,656000.0,11.4,3163.0,1,1,103.0,82.0,1970.0,-37.8873,145.0559
