state,number,Month
Espirito Santo,3.0,2001-11
Espirito Santo,22.0,2002-11
Espirito Santo,49.0,2003-11
Espirito Santo,42.0,2004-11
Espirito Santo,0.0,2005-11
Espirito Santo,0.0,2006-11
Espirito Santo,112.0,2007-11
Espirito Santo,3.0,2008-11
Espirito Santo,18.0,2009-11
Espirito Santo,3.0,2010-11
Espirito Santo,6.0,2011-11
Espirito Santo,7.0,2012-11
Espirito Santo,11.0,2013-11
Espirito Santo,20.0,2014-11
Espirito Santo,141.0,2015-11
Espirito Santo,8.0,2016-11
Espirito Santo,3.0,2017-11
Espirito Santo,5.0,1998-12
Espirito Santo,0.0,1999-12
Espirito Santo,3.0,2000-12
Espirito Santo,1.0,2001-12
Espirito Santo,12.0,2002-12
Espirito Santo,18.0,2003-12
Espirito Santo,9.0,2004-12
Espirito Santo,5.0,2005-12
Espirito Santo,0.0,2006-12
Espirito Santo,14.0,2007-12
Espirito Santo,1.0,2008-12
Espirito Santo,32.0,2009-12
Espirito Santo,10.0,2010-12
Espirito Santo,1.0,2011-12
Espirito Santo,18.0,2012-12
Espirito Santo,9.0,2013-12
Espirito Santo,28.0,2014-12
Espirito Santo,61.0,2015-12
Espirito Santo,12.0,2016-12
Goias,0.0,1998-1
Goias,14.0,1999-1
Goias,10.0,2000-1
Goias,29.0,2001-1
Goias,12.0,2002-1
Goias,14.0,2003-1
Goias,10.0,2004-1
Goias,27.0,2005-1
Goias,85.0,2006-1
Goias,28.0,2007-1
Goias,23.0,2008-1
Goias,30.0,2009-1
Goias,59.0,2010-1
Goias,39.0,2011-1
Goias,21.0,2012-1
Goias,33.0,2013-1
Goias,80.0,2014-1
Goias,118.0,2015-1
Goias,52.0,2016-1
Goias,53.0,2017-1
Goias,0.0,1998-2
Goias,334.0,1999-2
Goias,11.0,2000-2
Goias,9.0,2001-2
Goias,9.0,2002-2
Goias,47.0,2003-2
Goias,11.0,2004-2
Goias,84.0,2005-2
Goias,21.0,2006-2
Goias,13.0,2007-2
Goias,25.0,2008-2
Goias,29.0,2009-2
Goias,86.0,2010-2
Goias,45.0,2011-2
Goias,37.0,2012-2
Goias,86.0,2013-2
Goias,44.0,2014-2
Goias,53.0,2015-2
Goias,117.0,2016-2
Goias,75.0,2017-2
Goias,0.0,1998-3
Goias,1.0,1999-3
Goias,4.0,2000-3
Goias,10.0,2001-3
Goias,48.0,2002-3
Goias,29.0,2003-3
Goias,36.0,2004-3
Goias,36.0,2005-3
Goias,29.0,2006-3
Goias,49.0,2007-3
Goias,20.0,2008-3
Goias,32.0,2009-3
Goias,65.0,2010-3
Goias,19.0,2011-3
Goias,57.0,2012-3
Goias,79.0,2013-3
Goias,80.0,2014-3
Goias,76.0,2015-3
Goias,136.0,2016-3
Goias,115.0,2017-3
Goias,0.0,1998-4
Goias,25.0,1999-4
Goias,16.0,2000-4
Goias,49.0,2001-4
Goias,78.0,2002-4
Goias,87.0,2003-4
Goias,32.0,2004-4
Goias,55.0,2005-4
Goias,22.0,2006-4
Goias,17.0,2007-4
Goias,36.0,2008-4
Goias,11.0,2009-4
Goias,105.0,2010-4
Goias,71.0,2011-4
Goias,89.0,2012-4
Goias,42.0,2013-4
Goias,138.0,2014-4
Goias,89.0,2015-4
Goias,167.0,2016-4
Goias,60.0,2017-4
Goias,0.0,1998-5
Goias,99.0,1999-5
Goias,58.0,2000-5
Goias,85.0,2001-5
Goias,171.0,2002-5
Goias,57.0,2003-5
Goias,157.0,2004-5
Goias,164.0,2005-5
Goias,33.0,2006-5
Goias,94.0,2007-5
Goias,41.0,2008-5
Goias,104.0,2009-5
Goias,239.0,2010-5
Goias,136.0,2011-5
Goias,103.0,2012-5
Goias,150.0,2013-5
Goias,210.0,2014-5
Goias,129.0,2015-5
Goias,233.0,2016-5
Goias,135.0,2017-5
Goias,172.0,1998-6
Goias,250.0,1999-6
Goias,222.0,2000-6
Goias,212.0,2001-6
Goias,302.0,2002-6
Goias,321.0,2003-6
Goias,422.0,2004-6
Goias,189.0,2005-6
Goias,70.0,2006-6
Goias,186.0,2007-6
Goias,55.0,2008-6
Goias,179.0,2009-6
Goias,278.0,2010-6
Goias,314.0,2011-6
Goias,245.0,2012-6
Goias,192.0,2013-6
Goias,318.0,2014-6
Goias,277.0,2015-6
Goias,289.0,2016-6
Goias,442.0,2017-6
Goias,512.0,1998-7
Goias,311.0,1999-7
Goias,332.0,2000-7
Goias,371.0,2001-7
Goias,686.0,2002-7
Goias,322.0,2003-7
Goias,778.0,2004-7
Goias,363.0,2005-7
Goias,169.0,2006-7
Goias,399.0,2007-7
Goias,193.0,2008-7
Goias,470.0,2009-7
Goias,941.0,2010-7
Goias,607.0,2011-7
Goias,564.0,2012-7
Goias,350.0,2013-7
Goias,446.0,2014-7
Goias,347.0,2015-7
Goias,837.0,2016-7
Goias,577.0,2017-7
Goias,2.218,1998-8
Goias,1.198,1999-8
Goias,925.0,2000-8
Goias,787.0,2001-8
Goias,1.4280000000000002,2002-8
Goias,902.0,2003-8
Goias,1.4980000000000002,2004-8
Goias,639.0,2005-8
Goias,588.0,2006-8
Goias,2.3819999999999997,2007-8
Goias,568.0,2008-8
Goias,647.0,2009-8
Goias,2.9139999999999997,2010-8
Goias,1.6130000000000002,2011-8
Goias,912.0,2012-8
Goias,488.0,2013-8
Goias,1.255,2014-8
Goias,943.0,2015-8
Goias,1.032,2016-8
Goias,1.492,2017-8
Goias,2.867,1998-9
Goias,1.8980000000000001,1999-9
Goias,1.2930000000000001,2000-9
Goias,1.8630000000000002,2001-9
Goias,3.52,2002-9
Goias,1.662,2003-9
Goias,2.965,2004-9
Goias,1.341,2005-9
Goias,1.463,2006-9
Goias,3.745,2007-9
Goias,1.255,2008-9
Goias,685.0,2009-9
Goias,5.075,2010-9
Goias,2.259,2011-9
Goias,2.452,2012-9
Goias,684.0,2013-9
Goias,1.6869999999999998,2014-9
Goias,2.296,2015-9
Goias,1.703,2016-9
Goias,3.238,2017-9
Goias,1.034,1998-10
Goias,743.0,1999-10
Goias,905.0,2000-10
Goias,479.0,2001-10
Goias,1.367,2002-10
Goias,1.183,2003-10
Goias,1.275,2004-10
Goias,1.7169999999999999,2005-10
Goias,178.0,2006-10
Goias,1.195,2007-10
Goias,1.2309999999999999,2008-10
Goias,367.0,2009-10
Goias,1.227,2010-10
Goias,476.0,2011-10
Goias,1.524,2012-10
Goias,606.0,2013-10
Goias,1.9469999999999998,2014-10
Goias,1.807,2015-10
Goias,522.0,2016-10
Goias,2.401,2017-10
Goias,47.0,1998-11
Goias,110.0,1999-11
Goias,26.0,2000-11
Goias,15.0,2001-11
Goias,192.0,2002-11
Goias,168.0,2003-11
Goias,291.0,2004-11
Goias,144.0,2005-11
Goias,91.0,2006-11
Goias,79.0,2007-11
Goias,90.0,2008-11
Goias,89.0,2009-11
Goias,67.0,2010-11
Goias,59.0,2011-11
Goias,57.0,2012-11
Goias,183.0,2013-11
Goias,181.0,2014-11
Goias,547.0,2015-11
Goias,123.0,2016-11
Goias,117.0,2017-11
Goias,13.0,1998-12
Goias,20.0,1999-12
Goias,6.0,2000-12
Goias,18.0,2001-12
Goias,115.0,2002-12
Goias,129.0,2003-12
Goias,56.0,2004-12
Goias,5.0,2005-12
Goias,7.0,2006-12
Goias,16.0,2007-12
Goias,6.0,2008-12
Goias,39.0,2009-12
Goias,48.0,2010-12
Goias,39.0,2011-12
Goias,93.0,2012-12
Goias,86.0,2013-12
Goias,68.0,2014-12
Goias,179.0,2015-12
Goias,64.0,2016-12
Maranhao,0.0,1998-1
Maranhao,54.0,1999-1
Maranhao,19.0,2000-1
Maranhao,29.0,2001-1
Maranhao,48.0,2002-1
Maranhao,436.0,2003-1
Maranhao,241.0,2004-1
Maranhao,450.0,2005-1
Maranhao,221.0,2006-1
Maranhao,428.0,2007-1
Maranhao,121.0,2008-1
Maranhao,240.0,2009-1
Maranhao,319.0,2010-1
Maranhao,124.0,2011-1
Maranhao,326.0,2012-1
Maranhao,209.0,2013-1
Maranhao,195.0,2014-1
Maranhao,494.0,2015-1
Maranhao,412.0,2016-1
Maranhao,187.0,2017-1
Maranhao,0.0,1998-2
Maranhao,6.0,1999-2
Maranhao,11.0,2000-2
Maranhao,1.0,2001-2
Maranhao,116.0,2002-2
Maranhao,11.0,2003-2
Maranhao,22.0,2004-2
Maranhao,56.0,2005-2
Maranhao,22.0,2006-2
Maranhao,13.0,2007-2
Maranhao,45.0,2008-2
Maranhao,20.0,2009-2
Maranhao,93.0,2010-2
Maranhao,9.0,2011-2
Maranhao,46.0,2012-2
Maranhao,62.0,2013-2
Maranhao,29.0,2014-2
Maranhao,95.0,2015-2
Maranhao,318.0,2016-2
Maranhao,47.0,2017-2
Maranhao,0.0,1998-3
Maranhao,17.0,1999-3
Maranhao,6.0,2000-3
Maranhao,0.0,2001-3
Maranhao,16.0,2002-3
Maranhao,16.0,2003-3
Maranhao,18.0,2004-3
Maranhao,9.0,2005-3
Maranhao,14.0,2006-3
Maranhao,52.0,2007-3
Maranhao,4.0,2008-3
Maranhao,33.0,2009-3
Maranhao,82.0,2010-3
Maranhao,22.0,2011-3
Maranhao,49.0,2012-3
Maranhao,30.0,2013-3
Maranhao,59.0,2014-3
Maranhao,53.0,2015-3
Maranhao,113.0,2016-3
Maranhao,32.0,2017-3
Maranhao,0.0,1998-4
Maranhao,4.0,1999-4
Maranhao,6.0,2000-4
Maranhao,2.0,2001-4
Maranhao,28.0,2002-4
Maranhao,79.0,2003-4
Maranhao,44.0,2004-4
Maranhao,43.0,2005-4
Maranhao,9.0,2006-4
Maranhao,5.0,2007-4
Maranhao,26.0,2008-4
Maranhao,14.0,2009-4
Maranhao,128.0,2010-4
Maranhao,37.0,2011-4
Maranhao,97.0,2012-4
Maranhao,62.0,2013-4
Maranhao,78.0,2014-4
Maranhao,119.0,2015-4
Maranhao,113.0,2016-4
Maranhao,91.0,2017-4
Maranhao,0.0,1998-5
Maranhao,3.0,1999-5
Maranhao,28.0,2000-5
Maranhao,21.0,2001-5
Maranhao,71.0,2002-5
Maranhao,60.0,2003-5
Maranhao,145.0,2004-5
Maranhao,74.0,2005-5
Maranhao,5.0,2006-5
Maranhao,73.0,2007-5
Maranhao,26.0,2008-5
Maranhao,19.0,2009-5
Maranhao,273.0,2010-5
Maranhao,73.0,2011-5
Maranhao,286.0,2012-5
Maranhao,100.0,2013-5
Maranhao,148.0,2014-5
Maranhao,194.0,2015-5
Maranhao,206.0,2016-5
Maranhao,142.0,2017-5
Maranhao,78.0,1998-6
Maranhao,32.0,1999-6
Maranhao,94.0,2000-6
Maranhao,100.0,2001-6
Maranhao,230.0,2002-6
Maranhao,338.0,2003-6
Maranhao,706.0,2004-6
Maranhao,529.0,2005-6
Maranhao,131.0,2006-6
Maranhao,515.0,2007-6
Maranhao,235.0,2008-6
Maranhao,279.0,2009-6
Maranhao,494.0,2010-6
Maranhao,602.0,2011-6
Maranhao,915.0,2012-6
Maranhao,498.0,2013-6
Maranhao,812.0,2014-6
Maranhao,887.0,2015-6
Maranhao,709.0,2016-6
Maranhao,885.0,2017-6
Maranhao,274.0,1998-7
Maranhao,258.0,1999-7
Maranhao,233.0,2000-7
Maranhao,549.0,2001-7
Maranhao,1.271,2002-7
Maranhao,1.103,2003-7
Maranhao,1.3659999999999999,2004-7
Maranhao,1.1520000000000001,2005-7
Maranhao,512.0,2006-7
Maranhao,1.205,2007-7
Maranhao,502.0,2008-7
Maranhao,972.0,2009-7
Maranhao,2.323,2010-7
Maranhao,1.024,2011-7
Maranhao,3.548,2012-7
Maranhao,1.111,2013-7
Maranhao,2.068,2014-7
Maranhao,1.642,2015-7
Maranhao,2.096,2016-7
Maranhao,2.521,2017-7
Maranhao,1.176,1998-8
Maranhao,895.0,1999-8
Maranhao,839.0,2000-8
Maranhao,2.037,2001-8
Maranhao,3.4810000000000003,2002-8
Maranhao,2.023,2003-8
Maranhao,1.889,2004-8
Maranhao,2.239,2005-8
Maranhao,1.382,2006-8
Maranhao,8.408999999999999,2007-8
Maranhao,713.0,2008-8
Maranhao,1.766,2009-8
Maranhao,6.353,2010-8
Maranhao,2.138,2011-8
Maranhao,10.395,2012-8
Maranhao,2.0980000000000003,2013-8
Maranhao,5.5920000000000005,2014-8
Maranhao,5.428,2015-8
Maranhao,3.7230000000000003,2016-8
Maranhao,3.875,2017-8
Maranhao,3.935,1998-9
Maranhao,1.739,1999-9
Maranhao,1.365,2000-9
Maranhao,4.618,2001-9
Maranhao,3.181,2002-9
Maranhao,5.877999999999999,2003-9
Maranhao,4.673,2004-9
Maranhao,6.292000000000001,2005-9
Maranhao,2.907,2006-9
Maranhao,8.524,2007-9
Maranhao,2.761,2008-9
Maranhao,2.404,2009-9
Maranhao,9.795,2010-9
Maranhao,4.632,2011-9
Maranhao,7.626,2012-9
Maranhao,3.88,2013-9
Maranhao,4.373,2014-9
Maranhao,6.422999999999999,2015-9
Maranhao,3.1660000000000004,2016-9
Maranhao,14.825,2017-9
Maranhao,5.1370000000000005,1998-10
Maranhao,3.208,1999-10
Maranhao,2.654,2000-10
Maranhao,6.6610000000000005,2001-10
Maranhao,5.182,2002-10
Maranhao,6.085,2003-10
Maranhao,3.6039999999999996,2004-10
Maranhao,6.472,2005-10
Maranhao,3.0239999999999996,2006-10
Maranhao,4.772,2007-10
Maranhao,3.498,2008-10
Maranhao,1.861,2009-10
Maranhao,3.228,2010-10
Maranhao,2.404,2011-10
Maranhao,5.0,2012-10
Maranhao,2.918,2013-10
Maranhao,5.812,2014-10
Maranhao,6.746,2015-10
Maranhao,5.351,2016-10
Maranhao,6.011,2017-10
Maranhao,2.237,1998-11
Maranhao,1.494,1999-11
Maranhao,2.267,2000-11
Maranhao,3.525,2001-11
Maranhao,5.83,2002-11
Maranhao,4.928999999999999,2003-11
Maranhao,6.398,2004-11
Maranhao,4.769,2005-11
Maranhao,2.004,2006-11
Maranhao,2.2969999999999997,2007-11
Maranhao,2.331,2008-11
Maranhao,5.0,2009-11
Maranhao,4.005,2010-11
Maranhao,2.261,2011-11
Maranhao,2.01,2012-11
Maranhao,2.529,2013-11
Maranhao,3.8689999999999998,2014-11
Maranhao,4.35,2015-11
Maranhao,3.9819999999999998,2016-11
Maranhao,2.3,2017-11
Maranhao,1.399,1998-12
Maranhao,1.001,1999-12
Maranhao,1.4609999999999999,2000-12
Maranhao,1.296,2001-12
Maranhao,2.165,2002-12
Maranhao,2.424,2003-12
Maranhao,3.255,2004-12
Maranhao,1.66,2005-12
Maranhao,1.052,2006-12
Maranhao,800.0,2007-12
Maranhao,1.101,2008-12
Maranhao,1.768,2009-12
Maranhao,1.8030000000000002,2010-12
Maranhao,1.629,2011-12
Maranhao,1.296,2012-12
Maranhao,2.6919999999999997,2013-12
Maranhao,2.4,2014-12
Maranhao,3.7060000000000004,2015-12
Maranhao,1.577,2016-12
Mato Grosso,0.0,1998-1
Mato Grosso,39.0,1999-1
Mato Grosso,44.0,2000-1
Mato Grosso,44.0,2001-1
Mato Grosso,172.0,2002-1
Mato Grosso,896.0,2003-1
Mato Grosso,301.0,2004-1
Mato Grosso,438.0,2005-1
Mato Grosso,947.0,2006-1
Mato Grosso,476.0,2007-1
Mato Grosso,245.0,2008-1
Mato Grosso,527.0,2009-1
Mato Grosso,298.0,2010-1
Mato Grosso,171.0,2011-1
Mato Grosso,166.0,2012-1
Mato Grosso,269.0,2013-1
Mato Grosso,315.0,2014-1
Mato Grosso,960.0,2015-1
Mato Grosso,374.0,2016-1
Mato Grosso,482.0,2017-1
Mato Grosso,0.0,1998-2
Mato Grosso,28.0,1999-2
Mato Grosso,35.0,2000-2
Mato Grosso,54.0,2001-2
Mato Grosso,22.0,2002-2
Mato Grosso,592.0,2003-2
Mato Grosso,272.0,2004-2
Mato Grosso,871.0,2005-2
Mato Grosso,383.0,2006-2
Mato Grosso,213.0,2007-2
Mato Grosso,180.0,2008-2
Mato Grosso,248.0,2009-2
Mato Grosso,431.0,2010-2
Mato Grosso,119.0,2011-2
Mato Grosso,193.0,2012-2
Mato Grosso,375.0,2013-2
Mato Grosso,199.0,2014-2
Mato Grosso,542.0,2015-2
Mato Grosso,1.05,2016-2
Mato Grosso,337.0,2017-2
Mato Grosso,0.0,1998-3
Mato Grosso,18.0,1999-3
Mato Grosso,60.0,2000-3
Mato Grosso,24.0,2001-3
Mato Grosso,103.0,2002-3
Mato Grosso,554.0,2003-3
Mato Grosso,743.0,2004-3
Mato Grosso,362.0,2005-3
Mato Grosso,448.0,2006-3
Mato Grosso,476.0,2007-3
Mato Grosso,180.0,2008-3
Mato Grosso,325.0,2009-3
Mato Grosso,605.0,2010-3
Mato Grosso,252.0,2011-3
Mato Grosso,423.0,2012-3
Mato Grosso,563.0,2013-3
Mato Grosso,655.0,2014-3
Mato Grosso,705.0,2015-3
Mato Grosso,1.085,2016-3
Mato Grosso,719.0,2017-3
Mato Grosso,0.0,1998-4
Mato Grosso,76.0,1999-4
Mato Grosso,59.0,2000-4
Mato Grosso,309.0,2001-4
Mato Grosso,641.0,2002-4
Mato Grosso,903.0,2003-4
Mato Grosso,441.0,2004-4
Mato Grosso,372.0,2005-4
Mato Grosso,161.0,2006-4
Mato Grosso,79.0,2007-4
Mato Grosso,274.0,2008-4
Mato Grosso,169.0,2009-4
Mato Grosso,769.0,2010-4
Mato Grosso,345.0,2011-4
Mato Grosso,521.0,2012-4
Mato Grosso,338.0,2013-4
Mato Grosso,859.0,2014-4
Mato Grosso,947.0,2015-4
Mato Grosso,1.77,2016-4
Mato Grosso,606.0,2017-4
Mato Grosso,0.0,1998-5
Mato Grosso,731.0,1999-5
Mato Grosso,1.194,2000-5
Mato Grosso,1.193,2001-5
Mato Grosso,2.528,2002-5
Mato Grosso,942.0,2003-5
Mato Grosso,2.4130000000000003,2004-5
Mato Grosso,1.641,2005-5
Mato Grosso,269.0,2006-5
Mato Grosso,359.0,2007-5
Mato Grosso,119.0,2008-5
Mato Grosso,516.0,2009-5
Mato Grosso,1.3130000000000002,2010-5
Mato Grosso,547.0,2011-5
Mato Grosso,812.0,2012-5
Mato Grosso,739.0,2013-5
Mato Grosso,933.0,2014-5
Mato Grosso,541.0,2015-5
Mato Grosso,1.081,2016-5
Mato Grosso,845.0,2017-5
Mato Grosso,2.201,1998-6
Mato Grosso,2.201,1999-6
Mato Grosso,4.3580000000000005,2000-6
Mato Grosso,6.665,2001-6
Mato Grosso,7.877999999999999,2002-6
Mato Grosso,4.313,2003-6
Mato Grosso,9.812999999999999,2004-6
Mato Grosso,2.294,2005-6
Mato Grosso,856.0,2006-6
Mato Grosso,1.339,2007-6
Mato Grosso,403.0,2008-6
Mato Grosso,979.0,2009-6
Mato Grosso,1.025,2010-6
Mato Grosso,974.0,2011-6
Mato Grosso,1.651,2012-6
Mato Grosso,1.213,2013-6
Mato Grosso,1.795,2014-6
Mato Grosso,1.402,2015-6
Mato Grosso,1.4169999999999998,2016-6
Mato Grosso,2.041,2017-6
Mato Grosso,3.7119999999999997,1998-7
Mato Grosso,3.926,1999-7
Mato Grosso,1.338,2000-7
Mato Grosso,1.555,2001-7
Mato Grosso,5.6610000000000005,2002-7
Mato Grosso,5.435,2003-7
Mato Grosso,11.517000000000001,2004-7
Mato Grosso,4.172,2005-7
Mato Grosso,1.9409999999999998,2006-7
Mato Grosso,1.79,2007-7
Mato Grosso,1.117,2008-7
Mato Grosso,1.6130000000000002,2009-7
Mato Grosso,3.4419999999999997,2010-7
Mato Grosso,1.061,2011-7
Mato Grosso,2.008,2012-7
Mato Grosso,1.63,2013-7
Mato Grosso,2.255,2014-7
Mato Grosso,1.5330000000000001,2015-7
Mato Grosso,3.495,2016-7
Mato Grosso,2.79,2017-7
Mato Grosso,15.405999999999999,1998-8
Mato Grosso,18.566,1999-8
Mato Grosso,6.063,2000-8
Mato Grosso,7.7620000000000005,2001-8
Mato Grosso,14.085999999999999,2002-8
Mato Grosso,11.132,2003-8
Mato Grosso,13.603,2004-8
Mato Grosso,11.57,2005-8
Mato Grosso,6.218,2006-8
Mato Grosso,14.453,2007-8
Mato Grosso,2.875,2008-8
Mato Grosso,2.25,2009-8
Mato Grosso,14.607999999999999,2010-8
Mato Grosso,2.628,2011-8
Mato Grosso,6.195,2012-8
Mato Grosso,3.568,2013-8
Mato Grosso,7.167000000000001,2014-8
Mato Grosso,5.112,2015-8
Mato Grosso,6.228,2016-8
Mato Grosso,6.229,2017-8
Mato Grosso,10.363,1998-9
Mato Grosso,11.729000000000001,1999-9
Mato Grosso,6.251,2000-9
Mato Grosso,8.49,2001-9
Mato Grosso,11.034,2002-9
Mato Grosso,15.79,2003-9
Mato Grosso,24.994,2004-9
Mato Grosso,20.551,2005-9
Mato Grosso,12.661,2006-9
Mato Grosso,25.963,2007-9
Mato Grosso,7.965,2008-9
Mato Grosso,3.1289999999999996,2009-9
Mato Grosso,18.366,2010-9
Mato Grosso,6.332000000000001,2011-9
Mato Grosso,10.344000000000001,2012-9
Mato Grosso,5.5760000000000005,2013-9
Mato Grosso,7.081,2014-9
Mato Grosso,11.068,2015-9
Mato Grosso,8.98,2016-9
Mato Grosso,23.945,2017-9
Mato Grosso,2.707,1998-10
Mato Grosso,6.109,1999-10
Mato Grosso,6.062,2000-10
Mato Grosso,6.542999999999999,2001-10
Mato Grosso,9.375,2002-10
Mato Grosso,5.341,2003-10
Mato Grosso,9.295,2004-10
Mato Grosso,7.765,2005-10
Mato Grosso,2.327,2006-10
Mato Grosso,4.89,2007-10
Mato Grosso,6.3260000000000005,2008-10
Mato Grosso,2.5789999999999997,2009-10
Mato Grosso,4.465,2010-10
Mato Grosso,2.01,2011-10
Mato Grosso,2.8369999999999997,2012-10
Mato Grosso,1.986,2013-10
Mato Grosso,5.281000000000001,2014-10
Mato Grosso,6.49,2015-10
Mato Grosso,2.7489999999999997,2016-10
Mato Grosso,4.8,2017-10
Mato Grosso,182.0,1998-11
Mato Grosso,842.0,1999-11
Mato Grosso,502.0,2000-11
Mato Grosso,373.0,2001-11
Mato Grosso,2.905,2002-11
Mato Grosso,2.097,2003-11
Mato Grosso,2.405,2004-11
Mato Grosso,1.368,2005-11
Mato Grosso,1.031,2006-11
Mato Grosso,299.0,2007-11
Mato Grosso,190.0,2008-11
Mato Grosso,588.0,2009-11
Mato Grosso,768.0,2010-11
Mato Grosso,1.103,2011-11
Mato Grosso,375.0,2012-11
Mato Grosso,1.064,2013-11
Mato Grosso,1.018,2014-11
Mato Grosso,1.93,2015-11
Mato Grosso,918.0,2016-11
Mato Grosso,813.0,2017-11
Mato Grosso,76.0,1998-12
Mato Grosso,47.0,1999-12
Mato Grosso,98.0,2000-12
Mato Grosso,37.0,2001-12
Mato Grosso,1.157,2002-12
Mato Grosso,1.6219999999999999,2003-12
Mato Grosso,1.217,2004-12
Mato Grosso,246.0,2005-12
Mato Grosso,23.0,2006-12
Mato Grosso,81.0,2007-12
Mato Grosso,159.0,2008-12
Mato Grosso,171.0,2009-12
Mato Grosso,846.0,2010-12
Mato Grosso,431.0,2011-12
Mato Grosso,492.0,2012-12
Mato Grosso,447.0,2013-12
Mato Grosso,466.0,2014-12
Mato Grosso,1.777,2015-12
Mato Grosso,425.0,2016-12
Mato Grosso,0.0,1998-1
Mato Grosso,239.0,1999-1
Mato Grosso,326.0,2000-1
Mato Grosso,97.0,2001-1
Mato Grosso,304.0,2002-1
Mato Grosso,182.0,2003-1
Mato Grosso,258.0,2004-1
Mato Grosso,59.0,2005-1
Mato Grosso,59.0,2006-1
Mato Grosso,19.0,2007-1
Mato Grosso,63.0,2008-1
Mato Grosso,229.0,2009-1
Mato Grosso,72.0,2010-1
Mato Grosso,129.0,2011-1
Mato Grosso,201.0,2012-1
Mato Grosso,174.0,2013-1
Mato Grosso,197.0,2014-1
Mato Grosso,226.0,2015-1
Mato Grosso,127.0,2016-1
Mato Grosso,355.0,2017-1
Mato Grosso,0.0,1998-2
Mato Grosso,69.0,1999-2
Mato Grosso,81.0,2000-2
Mato Grosso,89.0,2001-2
Mato Grosso,98.0,2002-2
Mato Grosso,108.0,2003-2
Mato Grosso,169.0,2004-2
Mato Grosso,221.0,2005-2
Mato Grosso,104.0,2006-2
Mato Grosso,111.0,2007-2
Mato Grosso,78.0,2008-2
Mato Grosso,164.0,2009-2
Mato Grosso,157.0,2010-2
Mato Grosso,61.0,2011-2
Mato Grosso,112.0,2012-2
Mato Grosso,100.0,2013-2
Mato Grosso,139.0,2014-2
Mato Grosso,148.0,2015-2
Mato Grosso,187.0,2016-2
Mato Grosso,165.0,2017-2
Mato Grosso,0.0,1998-3
Mato Grosso,100.0,1999-3
Mato Grosso,23.0,2000-3
Mato Grosso,39.0,2001-3
Mato Grosso,115.0,2002-3
Mato Grosso,137.0,2003-3
Mato Grosso,225.0,2004-3
Mato Grosso,158.0,2005-3
Mato Grosso,137.0,2006-3
Mato Grosso,137.0,2007-3
Mato Grosso,97.0,2008-3
Mato Grosso,118.0,2009-3
Mato Grosso,149.0,2010-3
Mato Grosso,37.0,2011-3
Mato Grosso,169.0,2012-3
Mato Grosso,158.0,2013-3
Mato Grosso,95.0,2014-3
Mato Grosso,190.0,2015-3
Mato Grosso,143.0,2016-3
Mato Grosso,170.0,2017-3
Mato Grosso,0.0,1998-4
Mato Grosso,97.0,1999-4
Mato Grosso,90.0,2000-4
Mato Grosso,108.0,2001-4
Mato Grosso,230.0,2002-4
Mato Grosso,126.0,2003-4
Mato Grosso,97.0,2004-4
Mato Grosso,126.0,2005-4
Mato Grosso,51.0,2006-4
Mato Grosso,46.0,2007-4
Mato Grosso,72.0,2008-4
Mato Grosso,291.0,2009-4
Mato Grosso,136.0,2010-4
Mato Grosso,23.0,2011-4
Mato Grosso,97.0,2012-4
Mato Grosso,78.0,2013-4
Mato Grosso,129.0,2014-4
Mato Grosso,65.0,2015-4
Mato Grosso,161.0,2016-4
Mato Grosso,59.0,2017-4
Mato Grosso,0.0,1998-5
Mato Grosso,206.0,1999-5
Mato Grosso,127.0,2000-5
Mato Grosso,112.0,2001-5
Mato Grosso,88.0,2002-5
Mato Grosso,74.0,2003-5
Mato Grosso,25.0,2004-5
Mato Grosso,328.0,2005-5
Mato Grosso,99.0,2006-5
Mato Grosso,62.0,2007-5
Mato Grosso,34.0,2008-5
Mato Grosso,927.0,2009-5
Mato Grosso,105.0,2010-5
Mato Grosso,81.0,2011-5
Mato Grosso,157.0,2012-5
Mato Grosso,72.0,2013-5
Mato Grosso,70.0,2014-5
Mato Grosso,58.0,2015-5
Mato Grosso,97.0,2016-5
Mato Grosso,72.0,2017-5
Mato Grosso,82.0,1998-6
Mato Grosso,127.0,1999-6
Mato Grosso,157.0,2000-6
Mato Grosso,249.0,2001-6
Mato Grosso,517.0,2002-6
Mato Grosso,170.0,2003-6
Mato Grosso,394.0,2004-6
Mato Grosso,439.0,2005-6
Mato Grosso,89.0,2006-6
Mato Grosso,141.0,2007-6
Mato Grosso,24.0,2008-6
Mato Grosso,376.0,2009-6
Mato Grosso,149.0,2010-6
Mato Grosso,104.0,2011-6
Mato Grosso,96.0,2012-6
Mato Grosso,35.0,2013-6
Mato Grosso,84.0,2014-6
Mato Grosso,299.0,2015-6
Mato Grosso,120.0,2016-6
Mato Grosso,175.0,2017-6
Mato Grosso,360.0,1998-7
Mato Grosso,1.297,1999-7
Mato Grosso,160.0,2000-7
Mato Grosso,591.0,2001-7
Mato Grosso,935.0,2002-7
Mato Grosso,182.0,2003-7
Mato Grosso,529.0,2004-7
Mato Grosso,859.0,2005-7
Mato Grosso,289.0,2006-7
Mato Grosso,197.0,2007-7
Mato Grosso,116.0,2008-7
Mato Grosso,354.0,2009-7
Mato Grosso,589.0,2010-7
Mato Grosso,250.0,2011-7
Mato Grosso,538.0,2012-7
Mato Grosso,201.0,2013-7
