year,region,npg,birth_rate,death_rate,gdw,urbanization
1999,Republic of North Ossetia-Alania,-1.8,10.4,12.2,80.06,67.85
1999,Smolensk Oblast,-12.7,6.7,19.4,75.48,70.04
1999,Stavropol Krai,-4.4,8.8,13.2,78.91,55.97
1999,Tambov Oblast,-11.3,7.4,18.7,80.95,57.17
1999,Republic of Tatarstan,-3.0,9.3,12.3,74.6,73.62
1999,Tver Oblast,-13.6,7.3,20.9,81.3,72.42
1999,Tomsk Oblast,-3.4,9.1,12.5,63.69,66.88
1999,Tula Oblast,-13.7,6.5,20.2,79.55,81.25
1999,Tyumen Oblast,1.8,10.3,8.5,67.78,76.82
1999,Udmurt Republic,-3.1,9.9,13.0,68.65,69.62
1999,Ulyanovsk Oblast,-6.6,7.8,14.4,72.44,72.82
1999,Khabarovsk Krai,-5.4,8.1,13.5,58.97,80.66
1999,Republic of Khakassia,-5.3,9.5,14.8,69.01,70.86
1999,Khanty–Mansi Autonomous Okrug – Yugra,4.6,10.8,6.2,46.81,91.08
1999,Chelyabinsk Oblast,-5.9,8.5,14.4,71.69,81.48
1999,Chechen Republic,,,,84.81,36.83
1999,Chuvash Republic,-4.4,9.1,13.5,75.07,60.1
1999,Chukotka Autonomous Okrug,2.2,10.4,8.2,44.85,68.7
1999,Sakha (Yakutia) Republic,3.3,13.1,9.8,62.68,64.32
1999,Yamalo-Nenets Autonomous Okrug,7.0,12.2,5.2,44.59,83.39
1999,Yaroslavl Oblast,-11.6,6.8,18.4,74.02,80.48
2000,Republic of Adygea,-5.9,9.1,15.0,78.59,52.86
2000,Altai Krai,-5.0,9.3,14.3,67.35,52.77
2000,Amur Oblast,-4.4,10.2,14.6,61.13,66.46
2000,Arkhangelsk Oblast,-7.5,8.8,16.3,63.71,74.74
2000,Astrakhan Oblast,-4.4,9.9,14.3,69.14,67.88
2000,Republic of Bashkortostan,-2.9,10.1,13.0,75.44,64.08
2000,Belgorod Oblast,-7.5,8.0,15.5,75.92,65.06
2000,Bryansk Oblast,-10.4,7.8,18.2,78.74,68.39
2000,Republic of Buryatia,-1.5,11.6,13.1,67.04,59.73
2000,Vladimir Oblast,-11.5,7.6,19.1,72.29,79.85
2000,Volgograd Oblast,-7.0,8.2,15.2,71.51,74.81
2000,Vologda Oblast,-7.2,8.8,16.0,70.98,68.72
2000,Voronezh Oblast,-10.3,7.6,17.9,78.69,61.44
2000,Republic of Dagestan,9.0,15.5,6.5,82.57,42.57
2000,Jewish Autonomous Oblast,-4.8,9.7,14.5,62.58,66.92
2000,Zabaykalsky Krai,-2.7,11.8,14.5,66.32,63.6
2000,Ivanovo Oblast,-13.6,7.2,20.8,74.18,82.46
2000,Republic of Ingushetia,16.1,21.5,5.4,85.12,42.87
2000,Irkutsk Oblast,-4.8,10.7,15.5,66.07,79.64
2000,Kabardino-Balkar Republic,0.4,10.4,10.0,72.65,56.64
2000,Kaliningrad Oblast,-7.3,7.9,15.2,62.7,77.63
2000,Republic of Kalmykia,0.1,11.3,11.2,71.92,41.37
2000,Kaluga Oblast,-10.7,7.4,18.1,71.63,74.41
2000,Kamchatka Krai,-1.7,9.3,11.0,45.85,80.85
2000,Karachay-Cherkess Republic,-0.7,10.6,11.3,77.18,43.78
2000,Republic of Karelia,-7.8,8.7,16.5,64.19,74.26
2000,Kemerovo Oblast,-7.7,9.0,16.7,66.32,86.48
2000,Kirov Oblast,-8.7,8.1,16.8,71.62,70.89
2000,Kostroma Oblast,-10.8,8.1,18.9,75.21,66.56
2000,Krasnodar Krai,-6.3,8.9,15.2,75.15,53.71
2000,Krasnoyarsk Krai,-5.5,9.3,14.8,62.42,75.11
2000,Republic of Crimea,,,,,
2000,Kurgan Oblast,-6.7,9.6,16.3,74.09,56.21
2000,Kursk Oblast,-10.4,8.2,18.6,78.77,60.51
2000,Leningrad Oblast,-12.1,6.7,18.8,72.49,66.31
2000,Lipetsk Oblast,-8.7,7.8,16.5,74.38,63.98
2000,Magadan Oblast,-2.1,9.7,11.8,44.24,90.79
2000,Mari El Republic,-5.8,9.1,14.9,69.55,63.09
2000,Republic of Mordovia,-8.4,7.8,16.2,71.69,59.35
2000,Moscow,-5.8,7.3,13.1,57.83,100.0
2000,Moscow Oblast,-9.8,7.2,17.0,67.34,79.5
2000,Murmansk Oblast,-3.0,8.6,11.6,48.52,92.22
2000,Nenets Autonomous Okrug,0.3,13.2,12.9,59.86,62.15
2000,Nizhny Novgorod Oblast,-10.4,7.7,18.1,73.48,77.86
2000,Novgorod Oblast,-12.6,7.5,20.1,75.45,69.52
2000,Novosibirsk Oblast,-5.7,8.5,14.2,65.92,74.63
2000,Omsk Oblast,-4.9,8.6,13.5,67.68,68.19
2000,Orenburg Oblast,-4.7,9.7,14.4,71.14,57.54
2000,Oryol Oblast,-9.8,7.9,17.7,75.14,63.0
2000,Penza Oblast,-9.5,7.5,17.0,72.35,64.6
2000,Perm Krai,-6.5,9.7,16.2,68.11,75.6
2000,Primorsky Krai,-5.3,8.6,13.9,58.18,77.71
2000,Pskov Oblast,-14.9,7.4,22.3,77.06,65.38
2000,Altai Republic,1.3,14.3,13.0,73.08,25.76
2000,Komi Republic,-3.5,9.4,12.9,56.05,75.46
2000,Tuva Republic,2.3,15.9,13.6,75.16,49.8
2000,Rostov Oblast,-7.2,8.0,15.2,72.55,67.61
2000,Ryazan Oblast,-12.3,7.0,19.3,77.49,68.24
2000,Samara Oblast,-8.5,7.9,16.4,65.83,80.53
2000,Saint Petersburg,-9.4,6.8,16.2,64.09,100.0
2000,Saratov Oblast,-8.3,8.1,16.4,70.45,73.23
2000,Sakhalin Oblast,-4.2,9.2,13.4,52.96,86.49
2000,Sverdlovsk Oblast,-8.2,8.4,16.6,66.89,87.74
2000,Sevastopol,,,,,
2000,Republic of North Ossetia-Alania,-2.0,10.3,12.3,77.5,66.79
2000,Smolensk Oblast,-13.0,7.0,20.0,72.49,70.24
2000,Stavropol Krai,-4.6,9.0,13.6,75.17,55.9
2000,Tambov Oblast,-11.0,8.0,19.0,78.47,57.13
2000,Republic of Tatarstan,-3.7,9.4,13.1,72.26,73.59
2000,Tver Oblast,-14.1,7.5,21.6,78.49,72.6
2000,Tomsk Oblast,-3.7,9.5,13.2,60.3,67.06
2000,Tula Oblast,-14.2,6.8,21.0,76.94,81.32
2000,Tyumen Oblast,1.3,10.6,9.3,64.93,76.86
2000,Udmurt Republic,-3.5,10.2,13.7,66.18,69.56
2000,Ulyanovsk Oblast,-7.5,8.1,15.6,69.99,72.88
2000,Khabarovsk Krai,-5.6,8.5,14.1,57.05,80.59
2000,Republic of Khakassia,-4.5,10.1,14.6,66.27,70.95
2000,Khanty–Mansi Autonomous Okrug – Yugra,4.5,11.4,6.9,45.26,91.09
2000,Chelyabinsk Oblast,-6.6,8.9,15.5,68.96,81.5
2000,Chechen Republic,,,,82.39,35.7
2000,Chuvash Republic,-4.7,9.3,14.0,72.37,60.2
2000,Chukotka Autonomous Okrug,1.9,11.5,9.6,43.81,66.96
2000,Sakha (Yakutia) Republic,4.0,13.7,9.7,61.21,64.0
2000,Yamalo-Nenets Autonomous Okrug,6.1,11.7,5.6,43.71,83.3
2000,Yaroslavl Oblast,-10.7,7.3,18.0,71.45,80.44
2001,Republic of Adygea,-5.3,9.4,14.7,76.03,52.79
2001,Altai Krai,-5.1,9.6,14.7,64.85,52.8
2001,Amur Oblast,-4.3,10.9,15.2,59.19,66.63
2001,Arkhangelsk Oblast,-6.6,9.6,16.2,61.71,74.92
2001,Astrakhan Oblast,-4.1,10.5,14.6,66.76,67.93
2001,Republic of Bashkortostan,-3.0,10.4,13.4,72.7,64.07
2001,Belgorod Oblast,-7.9,8.2,16.1,73.02,65.17
2001,Bryansk Oblast,-10.0,7.9,17.9,75.74,68.6
2001,Republic of Buryatia,-2.2,11.8,14.0,64.85,59.83
2001,Vladimir Oblast,-11.6,8.1,19.7,70.07,79.8
2001,Volgograd Oblast,-7.1,8.5,15.6,69.25,74.93
2001,Vologda Oblast,-8.0,9.4,17.4,68.55,68.76
2001,Voronezh Oblast,-10.6,7.7,18.3,76.0,61.58
2001,Republic of Dagestan,9.2,15.3,6.1,78.61,42.42
2001,Jewish Autonomous Oblast,-3.9,10.8,14.7,60.6,67.04
2001,Zabaykalsky Krai,-2.8,12.5,15.3,64.35,63.65
2001,Ivanovo Oblast,-12.9,7.8,20.7,71.75,82.53
2001,Republic of Ingushetia,15.2,19.4,4.2,73.86,42.64
2001,Irkutsk Oblast,-4.6,11.2,15.8,64.17,79.32
2001,Kabardino-Balkar Republic,0.1,10.0,9.9,69.5,56.57
2001,Kaliningrad Oblast,-8.1,8.0,16.1,60.62,77.57
2001,Republic of Kalmykia,0.6,11.7,11.1,68.83,42.95
2001,Kaluga Oblast,-10.3,8.0,18.3,69.55,74.41
2001,Kamchatka Krai,-2.3,9.5,11.8,45.27,80.96
2001,Karachay-Cherkess Republic,-0.3,10.9,11.2,74.3,43.86
2001,Republic of Karelia,-8.0,9.4,17.4,61.83,74.47
2001,Kemerovo Oblast,-7.4,9.5,16.9,64.23,86.52
2001,Kirov Oblast,-8.7,8.3,17.0,68.76,71.24
2001,Kostroma Oblast,-11.2,8.7,19.9,72.62,66.82
2001,Krasnodar Krai,-5.7,9.4,15.1,72.58,53.52
2001,Krasnoyarsk Krai,-4.6,10.0,14.6,60.59,75.35
2001,Republic of Crimea,,,,,
2001,Kurgan Oblast,-6.8,9.6,16.4,71.98,56.29
2001,Kursk Oblast,-10.3,8.4,18.7,75.96,60.78
2001,Leningrad Oblast,-12.7,7.2,19.9,69.7,66.33
2001,Lipetsk Oblast,-9.1,8.0,17.1,72.08,64.09
2001,Magadan Oblast,-2.1,10.1,12.2,43.67,91.44
2001,Mari El Republic,-6.2,9.3,15.5,66.72,62.89
2001,Republic of Mordovia,-7.9,7.8,15.7,69.29,59.58
2001,Moscow,-5.7,7.5,13.2,55.85,100.0
2001,Moscow Oblast,-10.1,7.7,17.8,65.56,79.49
2001,Murmansk Oblast,-3.1,9.1,12.2,47.28,92.27
2001,Nenets Autonomous Okrug,0.9,14.6,13.7,58.88,62.33
2001,Nizhny Novgorod Oblast,-10.8,7.9,18.7,70.95,77.95
2001,Novgorod Oblast,-13.1,8.2,21.3,73.02,69.61
2001,Novosibirsk Oblast,-5.3,9.2,14.5,63.62,74.76
2001,Omsk Oblast,-4.9,8.7,13.6,65.05,68.34
2001,Orenburg Oblast,-4.7,10.0,14.7,68.65,57.51
2001,Oryol Oblast,-9.9,8.1,18.0,72.47,63.17
2001,Penza Oblast,-9.2,7.5,16.7,70.33,64.77
2001,Perm Krai,-6.3,10.2,16.5,65.78,75.4
2001,Primorsky Krai,-4.8,9.3,14.1,56.88,77.73
2001,Pskov Oblast,-14.8,8.0,22.8,74.38,65.64
2001,Altai Republic,0.8,14.9,14.1,70.66,26.12
2001,Komi Republic,-3.5,10.0,13.5,54.04,75.26
2001,Tuva Republic,2.7,16.3,13.6,73.45,50.44
2001,Rostov Oblast,-7.4,8.2,15.6,69.85,67.58
2001,Ryazan Oblast,-12.5,7.4,19.9,75.1,68.48
2001,Samara Oblast,-8.2,8.2,16.4,63.76,80.54
2001,Saint Petersburg,-9.0,7.2,16.2,62.15,100.0
2001,Saratov Oblast,-8.1,8.2,16.3,68.5,73.31
2001,Sakhalin Oblast,-5.2,9.5,14.7,51.62,86.68
2001,Sverdlovsk Oblast,-7.1,9.0,16.1,64.34,87.8
2001,Sevastopol,,,,,
2001,Republic of North Ossetia-Alania,-1.3,10.3,11.6,75.06,66.17
2001,Smolensk Oblast,-13.0,7.6,20.6,69.7,70.42
2001,Stavropol Krai,-4.6,9.1,13.7,71.5,55.87
2001,Tambov Oblast,-11.0,7.8,18.8,76.36,57.15
2001,Republic of Tatarstan,-3.7,9.5,13.2,69.88,73.61
2001,Tver Oblast,-14.9,8.0,22.9,75.9,72.75
2001,Tomsk Oblast,-3.7,9.7,13.4,57.18,67.32
2001,Tula Oblast,-14.3,7.2,21.5,74.52,81.37
2001,Tyumen Oblast,1.8,11.4,9.6,62.02,77.07
2001,Udmurt Republic,-3.9,10.5,14.4,63.98,69.55
2001,Ulyanovsk Oblast,-7.7,8.1,15.8,67.69,73.01
2001,Khabarovsk Krai,-5.5,9.4,14.9,55.4,80.59
2001,Republic of Khakassia,-5.4,10.1,15.5,64.1,71.02
2001,Khanty–Mansi Autonomous Okrug – Yugra,5.2,12.3,7.1,43.89,91.16
2001,Chelyabinsk Oblast,-6.3,9.3,15.6,66.54,81.58
2001,Chechen Republic,,,,81.01,33.52
2001,Chuvash Republic,-5.2,9.1,14.3,69.7,60.34
2001,Chukotka Autonomous Okrug,0.3,12.7,12.4,43.89,66.38
2001,Sakha (Yakutia) Republic,3.7,13.9,10.2,59.64,64.19
2001,Yamalo-Nenets Autonomous Okrug,6.7,12.8,6.1,43.06,83.3
2001,Yaroslavl Oblast,-11.5,8.1,19.6,69.3,80.62
2002,Republic of Adygea,-4.8,10.2,15.0,73.97,52.69
2002,Altai Krai,-5.4,10.3,15.7,62.97,53.06
2002,Amur Oblast,-4.5,11.6,16.1,58.12,65.92
2002,Arkhangelsk Oblast,-7.1,10.4,17.5,60.8,75.19
2002,Astrakhan Oblast,-3.7,11.6,15.3,64.89,67.57
2002,Republic of Bashkortostan,-3.0,11.1,14.1,70.38,64.06
2002,Belgorod Oblast,-7.6,8.6,16.2,70.89,65.23
2002,Bryansk Oblast,-10.6,8.6,19.2,73.54,68.82
2002,Republic of Buryatia,-1.6,13.0,14.6,63.08,59.66
2002,Vladimir Oblast,-12.2,8.6,20.8,68.86,79.7
2002,Volgograd Oblast,-6.8,9.1,15.9,67.71,75.08
2002,Vologda Oblast,-8.3,10.1,18.4,66.83,68.91
2002,Voronezh Oblast,-10.9,8.0,18.9,74.18,61.79
2002,Republic of Dagestan,9.9,16.1,6.2,74.15,42.63
2002,Jewish Autonomous Oblast,-4.6,11.3,15.9,59.37,67.19
2002,Zabaykalsky Krai,-3.1,13.1,16.2,63.01,63.82
2002,Ivanovo Oblast,-13.7,8.3,22.0,70.33,82.62
2002,Republic of Ingushetia,12.3,16.4,4.1,76.07,42.57
2002,Irkutsk Oblast,-4.7,11.8,16.5,62.82,79.34
2002,Kabardino-Balkar Republic,0.2,10.2,10.0,66.76,56.59
2002,Kaliningrad Oblast,-8.4,8.9,17.3,59.21,77.62
2002,Republic of Kalmykia,0.4,12.7,12.3,67.17,43.68
2002,Kaluga Oblast,-10.4,8.4,18.8,68.42,74.63
2002,Kamchatka Krai,-0.7,10.8,11.5,45.24,81.0
2002,Karachay-Cherkess Republic,-0.7,11.2,11.9,71.81,43.93
2002,Republic of Karelia,-8.6,10.1,18.7,60.49,74.81
2002,Kemerovo Oblast,-7.6,10.1,17.7,62.62,86.68
2002,Kirov Oblast,-10.0,9.0,19.0,66.83,71.56
2002,Kostroma Oblast,-11.7,9.4,21.1,70.86,67.12
2002,Krasnodar Krai,-5.8,9.9,15.7,70.66,53.52
2002,Krasnoyarsk Krai,-4.6,10.7,15.3,59.16,75.57
2002,Republic of Crimea,,,,,
2002,Kurgan Oblast,-7.3,10.4,17.7,70.66,56.36
2002,Kursk Oblast,-10.8,8.5,19.3,74.17,61.06
2002,Leningrad Oblast,-12.6,7.8,20.4,67.69,66.37
2002,Lipetsk Oblast,-8.8,8.7,17.5,70.85,64.14
2002,Magadan Oblast,-1.8,10.8,12.6,43.62,91.95
2002,Mari El Republic,-6.6,10.0,16.6,64.49,63.04
2002,Republic of Mordovia,-8.7,8.0,16.7,67.61,59.67
2002,Moscow,-5.3,7.9,13.2,54.45,100.0
2002,Moscow Oblast,-9.7,8.2,17.9,64.49,79.36
2002,Murmansk Oblast,-3.4,9.8,13.2,47.04,92.26
2002,Nenets Autonomous Okrug,1.6,14.7,13.1,59.12,62.75
2002,Nizhny Novgorod Oblast,-11.2,8.1,19.3,69.27,78.07
2002,Novgorod Oblast,-13.3,9.0,22.3,72.05,69.73
2002,Novosibirsk Oblast,-5.4,10.0,15.4,61.75,74.97
2002,Omsk Oblast,-4.8,9.8,14.6,62.94,68.58
2002,Orenburg Oblast,-4.3,10.8,15.1,66.82,57.78
2002,Oryol Oblast,-10.0,8.6,18.6,70.67,63.38
2002,Penza Oblast,-9.6,8.0,17.6,69.23,64.94
2002,Perm Krai,-7.0,11.0,18.0,64.1,75.28
2002,Primorsky Krai,-4.9,10.0,14.9,56.39,78.29
2002,Pskov Oblast,-15.3,8.5,23.8,73.0,65.89
2002,Altai Republic,0.9,16.0,15.1,68.36,26.52
2002,Komi Republic,-4.0,10.9,14.9,52.65,75.27
2002,Tuva Republic,3.8,18.8,15.0,71.62,51.04
2002,Rostov Oblast,-7.3,8.8,16.1,67.86,67.6
2002,Ryazan Oblast,-12.7,7.8,20.5,73.92,68.73
2002,Samara Oblast,-7.1,9.2,16.3,62.58,80.58
2002,Saint Petersburg,-8.4,8.0,16.4,60.62,100.0
2002,Saratov Oblast,-7.9,8.7,16.6,67.22,73.48
2002,Sakhalin Oblast,-4.8,10.2,15.0,51.01,86.73
2002,Sverdlovsk Oblast,-7.2,9.9,17.1,62.67,87.88
2002,Sevastopol,,,,,
2002,Republic of North Ossetia-Alania,-1.2,11.1,12.3,73.25,65.7
2002,Smolensk Oblast,-13.4,8.2,21.6,67.69,70.66
2002,Stavropol Krai,-5.0,9.6,14.6,68.73,55.93
2002,Tambov Oblast,-11.7,8.1,19.8,75.02,57.19
2002,Republic of Tatarstan,-3.6,10.1,13.7,68.12,73.79
2002,Tver Oblast,-15.2,8.7,23.9,74.49,73.02
2002,Tomsk Oblast,-3.9,10.5,14.4,54.84,67.59
2002,Tula Oblast,-14.4,7.4,21.8,73.05,81.46
2002,Tyumen Oblast,2.5,12.4,9.9,59.54,77.24
2002,Udmurt Republic,-4.3,11.3,15.6,62.32,69.67
2002,Ulyanovsk Oblast,-8.0,8.8,16.8,66.18,73.1
2002,Khabarovsk Krai,-5.6,10.0,15.6,54.4,80.59
2002,Republic of Khakassia,-5.8,11.2,17.0,62.33,70.88
2002,Khanty–Mansi Autonomous Okrug – Yugra,6.5,13.4,6.9,42.92,90.93
2002,Chelyabinsk Oblast,-6.3,10.1,16.4,64.83,81.73
2002,Chechen Republic,,,,76.99,33.77
2002,Chuvash Republic,-5.3,9.8,15.1,67.56,60.52
2002,Chukotka Autonomous Okrug,0.7,12.0,11.3,44.18,66.44
2002,Sakha (Yakutia) Republic,4.4,14.6,10.2,58.61,64.31
2002,Yamalo-Nenets Autonomous Okrug,7.3,13.1,5.8,42.78,83.32
2002,Yaroslavl Oblast,-11.9,8.6,20.5,68.05,80.8
2003,Republic of Adygea,-5.1,10.4,15.5,71.36,52.59
2003,Altai Krai,-5.1,10.8,15.9,60.95,53.23
2003,Amur Oblast,-4.2,12.4,16.6,56.62,65.93
2003,Arkhangelsk Oblast,-7.1,10.8,18.0,58.9,74.9
2003,Astrakhan Oblast,-3.5,12.1,15.5,62.39,67.72
2003,Republic of Bashkortostan,-3.1,11.1,14.2,67.49,64.06
2003,Belgorod Oblast,-6.9,9.2,16.1,67.92,65.25
2003,Bryansk Oblast,-10.0,9.1,19.1,70.72,68.53
2003,Republic of Buryatia,-1.9,13.5,15.4,60.81,59.65
2003,Vladimir Oblast,-11.5,9.3,20.7,66.84,79.68
2003,Volgograd Oblast,-6.8,9.3,16.1,65.72,75.22
2003,Vologda Oblast,-9.4,10.4,19.8,64.17,69.11
2003,Voronezh Oblast,-10.7,8.3,18.9,71.34,61.96
2003,Republic of Dagestan,9.9,16.0,6.1,70.9,42.81
2003,Jewish Autonomous Oblast,-4.1,12.0,16.1,57.58,67.25
2003,Zabaykalsky Krai,-3.3,13.5,16.8,60.89,63.93
2003,Ivanovo Oblast,-13.3,8.8,22.1,68.2,82.7
2003,Republic of Ingushetia,11.1,14.9,3.9,78.02,42.45
2003,Irkutsk Oblast,-4.6,12.3,16.9,60.93,79.32
2003,Kabardino-Balkar Republic,0.1,10.3,10.3,64.24,56.6
2003,Kaliningrad Oblast,-8.7,9.3,18.0,57.5,77.62
2003,Republic of Kalmykia,1.5,13.3,11.8,64.32,44.31
2003,Kaluga Oblast,-10.2,8.8,19.0,66.74,74.89
2003,Kamchatka Krai,-1.4,10.8,12.3,44.9,81.11
2003,Karachay-Cherkess Republic,-0.8,11.6,12.3,69.11,44.06
2003,Republic of Karelia,-9.7,10.2,19.9,58.43,75.14
2003,Kemerovo Oblast,-7.8,10.5,18.4,60.62,86.69
2003,Kirov Oblast,-10.4,9.1,19.6,64.16,71.83
2003,Kostroma Oblast,-12.2,9.5,21.7,68.13,67.45
2003,Krasnodar Krai,-5.4,10.4,15.7,68.35,53.49
2003,Krasnoyarsk Krai,-4.7,11.1,15.8,57.31,75.81
2003,Republic of Crimea,,,,,
2003,Kurgan Oblast,-7.7,10.3,18.1,68.08,56.37
2003,Kursk Oblast,-10.9,8.8,19.7,71.5,61.35
2003,Leningrad Oblast,-13.1,8.0,21.0,65.41,66.43
2003,Lipetsk Oblast,-9.6,8.8,18.4,68.43,64.35
2003,Magadan Oblast,-1.4,11.2,12.6,43.0,92.6
2003,Mari El Republic,-6.0,10.4,16.4,61.53,63.2
2003,Republic of Mordovia,-8.8,8.4,17.2,65.27,59.87
2003,Moscow,-4.7,8.4,13.0,53.29,100.0
2003,Moscow Oblast,-9.1,8.8,17.9,62.71,79.26
2003,Murmansk Oblast,-4.0,9.9,14.0,45.84,92.21
2003,Nenets Autonomous Okrug,1.8,15.9,14.1,58.08,63.39
2003,Nizhny Novgorod Oblast,-11.0,9.0,20.0,66.8,78.21
2003,Novgorod Oblast,-14.3,9.2,23.5,69.92,69.92
2003,Novosibirsk Oblast,-4.9,10.6,15.5,59.74,75.11
2003,Omsk Oblast,-4.1,10.8,14.9,60.56,68.71
2003,Orenburg Oblast,-4.4,10.8,15.3,64.27,57.81
2003,Oryol Oblast,-9.9,8.9,18.8,68.32,63.59
2003,Penza Oblast,-9.5,8.4,17.9,67.29,65.12
2003,Perm Krai,-7.0,11.3,18.3,61.84,75.13
2003,Primorsky Krai,-5.1,10.5,15.6,55.39,78.34
2003,Pskov Oblast,-15.9,9.0,24.9,70.72,66.19
2003,Altai Republic,1.1,16.7,15.6,65.44,26.37
2003,Komi Republic,-4.3,11.3,15.7,50.68,75.26
2003,Tuva Republic,5.4,20.5,15.2,69.18,51.73
2003,Rostov Oblast,-7.1,9.2,16.3,65.56,67.63
2003,Ryazan Oblast,-12.9,8.3,21.2,71.97,68.98
2003,Samara Oblast,-6.6,9.8,16.4,60.83,80.62
2003,Saint Petersburg,-8.0,8.7,16.7,59.29,100.0
2003,Saratov Oblast,-7.9,9.1,17.0,65.22,73.63
2003,Sakhalin Oblast,-5.5,10.9,16.4,49.96,86.72
2003,Sverdlovsk Oblast,-6.9,10.4,17.3,60.74,87.93
2003,Sevastopol,,,,,
2003,Republic of North Ossetia-Alania,-1.3,11.3,12.6,71.27,65.44
2003,Smolensk Oblast,-13.3,8.7,21.9,65.41,70.91
2003,Stavropol Krai,-4.7,10.2,14.9,66.09,55.98
2003,Tambov Oblast,-11.5,8.5,19.9,72.44,57.25
2003,Republic of Tatarstan,-3.6,10.2,13.8,65.67,73.88
2003,Tver Oblast,-14.9,9.2,24.1,72.21,73.19
2003,Tomsk Oblast,-3.9,10.6,14.5,52.83,67.84
2003,Tula Oblast,-14.7,7.9,22.6,71.14,81.6
2003,Tyumen Oblast,3.0,12.9,9.9,57.08,77.41
2003,Udmurt Republic,-4.2,11.5,15.7,60.17,69.72
2003,Ulyanovsk Oblast,-8.4,8.9,17.2,63.82,73.19
2003,Khabarovsk Krai,-5.5,10.8,16.3,53.3,80.55
2003,Republic of Khakassia,-6.0,11.8,17.8,60.05,70.85
2003,Khanty–Mansi Autonomous Okrug – Yugra,6.8,13.7,6.9,41.55,90.87
2003,Chelyabinsk Oblast,-6.1,10.4,16.6,62.83,81.82
2003,Chechen Republic,18.4,24.9,6.5,75.8,33.75
2003,Chuvash Republic,-5.2,10.1,15.3,64.93,60.7
2003,Chukotka Autonomous Okrug,2.3,13.0,10.7,42.11,66.38
2003,Sakha (Yakutia) Republic,4.8,15.0,10.2,57.06,64.42
2003,Yamalo-Nenets Autonomous Okrug,8.0,14.0,6.1,41.48,83.37
2003,Yaroslavl Oblast,-11.7,9.1,20.9,66.18,80.99
2004,Republic of Adygea,-4.5,10.4,15.0,69.34,52.3
2004,Altai Krai,-5.0,10.8,15.9,59.37,53.5
2004,Amur Oblast,-4.8,12.4,17.4,55.3,66.2
2004,Arkhangelsk Oblast,-6.5,11.0,17.6,56.74,75.0
2004,Astrakhan Oblast,-2.6,12.4,14.9,61.26,67.9
2004,Republic of Bashkortostan,-2.9,11.2,14.1,64.34,64.2
2004,Belgorod Oblast,-7.1,9.1,16.2,65.42,65.4
2004,Bryansk Oblast,-9.8,9.2,19.1,67.77,68.5
2004,Republic of Buryatia,-1.5,13.8,15.3,58.39,58.7
2004,Vladimir Oblast,-10.8,9.4,20.1,64.81,79.4
2004,Volgograd Oblast,-5.8,9.6,15.4,64.02,75.2
2004,Vologda Oblast,-8.4,10.7,19.1,61.31,69.3
2004,Voronezh Oblast,-10.0,8.6,18.5,68.67,62.0
2004,Republic of Dagestan,9.9,15.9,6.0,68.15,43.2
2004,Jewish Autonomous Oblast,-5.0,12.0,17.2,55.53,67.6
2004,Zabaykalsky Krai,-3.3,13.8,17.1,58.74,64.0
2004,Ivanovo Oblast,-12.6,9.0,21.6,66.19,82.6
2004,Republic of Ingushetia,10.5,14.2,4.0,75.08,42.6
2004,Irkutsk Oblast,-4.1,12.4,16.6,59.17,79.4
2004,Kabardino-Balkar Republic,0.8,10.5,9.8,62.53,58.6
2004,Kaliningrad Oblast,-9.0,9.1,18.2,56.23,77.7
2004,Republic of Kalmykia,2.5,13.5,10.9,60.74,44.3
2004,Kaluga Oblast,-9.5,9.2,18.6,64.4,75.0
2004,Kamchatka Krai,-1.1,11.1,12.4,44.63,81.1
2004,Karachay-Cherkess Republic,0.3,11.9,11.3,66.03,44.2
2004,Republic of Karelia,-8.1,10.4,18.8,56.51,75.5
2004,Kemerovo Oblast,-7.2,10.7,18.0,58.72,86.8
2004,Kirov Oblast,-9.2,9.6,19.0,61.41,72.2
2004,Kostroma Oblast,-11.2,10.0,21.3,65.08,67.9
2004,Krasnodar Krai,-4.5,10.8,15.3,66.53,53.5
2004,Krasnoyarsk Krai,-3.9,11.2,15.2,55.75,76.0
2004,Republic of Crimea,,,,,
2004,Kurgan Oblast,-7.0,10.7,17.8,65.26,57.0
2004,Kursk Oblast,-10.4,9.0,19.5,68.76,61.7
2004,Leningrad Oblast,-12.0,8.3,20.0,62.75,66.4
2004,Lipetsk Oblast,-9.1,9.2,18.2,65.91,64.4
2004,Magadan Oblast,-1.9,11.5,13.5,41.98,93.1
2004,Mari El Republic,-6.1,10.7,16.8,58.64,63.2
2004,Republic of Mordovia,-8.1,8.8,16.9,62.51,59.3
2004,Moscow,-3.8,8.8,12.3,52.86,100.0
2004,Moscow Oblast,-8.4,9.1,17.3,60.66,79.4
2004,Murmansk Oblast,-3.2,10.2,13.5,44.91,92.3
2004,Nenets Autonomous Okrug,1.8,14.2,12.4,55.22,63.9
2004,Nizhny Novgorod Oblast,-10.7,9.1,19.8,64.61,78.3
2004,Novgorod Oblast,-12.9,9.5,22.4,66.94,70.2
2004,Novosibirsk Oblast,-4.5,10.9,15.4,58.28,75.3
2004,Omsk Oblast,-4.2,10.7,15.0,58.55,69.1
2004,Orenburg Oblast,-4.1,10.9,15.1,62.01,58.0
2004,Oryol Oblast,-9.5,9.1,18.8,66.49,63.9
2004,Penza Oblast,-9.4,8.6,17.9,65.15,65.3
