cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,seguro_incendio,valor_total
1,76,2,1,0,2,aceita,não,500.0,2290,0.0,30,2820
1,200,3,4,3,19,aceita,sim,2247.0,8500,1000.0,33,11780
0,86,2,2,1,2,aceita,não,480.0,1250,67.0,16,1813
1,87,2,2,1,11,aceita,não,890.0,5000,260.0,64,6214
1,80,2,1,2,0,aceita,não,0.0,2000,18.0,31,2049
1,57,2,1,1,7,aceita,não,570.0,1500,67.0,20,2157
0,35,1,1,0,8,aceita,não,480.0,500,14.0,7,1001
1,60,2,1,1,6,aceita,não,1064.0,1200,0.0,16,2280
1,180,2,1,0,0,aceita,não,0.0,2300,188.0,35,2523
0,45,1,1,1,2,aceita,não,367.0,1100,34.0,14,1515
1,320,8,4,0,0,aceita,não,450.0,11000,350.0,166,11970
1,350,5,4,3,16,aceita,não,3000.0,15000,1265.0,191,19460
1,67,2,1,0,3,aceita,não,230.0,1050,31.0,14,1325
1,178,3,3,3,8,aceita,sim,2500.0,8300,700.0,106,11610
0,54,2,1,1,3,aceita,não,286.0,1099,23.0,14,1422
1,50,1,1,0,0,aceita,não,225.0,900,156.0,14,1295
1,450,4,5,7,0,aceita,sim,0.0,12000,334.0,181,12520
0,138,3,4,3,16,aceita,não,1500.0,5200,34.0,66,6800
1,129,3,4,3,6,aceita,sim,1650.0,2500,434.0,32,4616
1,118,3,3,2,17,aceita,sim,1000.0,3890,356.0,50,5296
1,340,4,5,4,2,não aceita,sim,3500.0,5500,1834.0,70,10900
1,383,4,5,6,0,aceita,não,2780.0,10200,1760.0,154,14890
1,13,1,1,0,1,aceita,não,0.0,2200,5.0,28,2233
1,167,3,2,1,14,aceita,sim,1800.0,9500,500.0,121,11920
1,399,3,5,4,21,aceita,não,7000.0,12000,0.0,153,19150
0,46,1,1,1,4,não aceita,sim,560.0,1100,45.0,14,1719
1,74,3,2,2,15,aceita,não,850.0,1450,100.0,19,2419
1,800,5,4,8,0,aceita,não,0.0,14200,2250.0,214,16660
1,180,3,4,3,15,aceita,não,2200.0,8900,782.0,113,12000
1,180,3,3,1,8,não aceita,não,1512.0,6000,380.0,77,7969
1,303,4,5,1,0,aceita,sim,0.0,9000,0.0,126,9126
1,45,1,1,1,2,não aceita,sim,781.0,2970,92.0,38,3881
1,220,3,2,2,13,aceita,não,1200.0,3800,292.0,49,5341
0,70,2,1,1,7,aceita,não,700.0,1300,0.0,17,2017
1,101,2,3,1,9,não aceita,sim,1350.0,5600,85.0,71,7106
1,72,2,1,1,7,aceita,não,438.0,1440,51.0,19,1948
0,200,3,4,2,4,não aceita,não,2500.0,2000,275.0,26,4801
1,250,3,2,1,2,aceita,não,3200.0,8500,5000.0,108,16810
1,126,2,1,0,0,aceita,não,0.0,1700,314.0,26,2040
1,290,3,3,2,0,aceita,sim,0.0,15000,1000.0,226,16230
1,166,2,1,5,0,aceita,sim,0.0,2200,200.0,34,2434
1,133,3,2,0,6,aceita,não,813.0,2957,38.0,38,3846
1,208,3,4,3,1,aceita,não,1900.0,3800,1100.0,49,6849
1,178,3,3,0,17,aceita,não,1033.0,6400,709.0,82,8224
1,49,2,1,1,5,aceita,não,450.0,1650,93.0,21,2214
1,42,1,1,1,6,aceita,sim,528.0,1861,0.0,7,2396
1,236,3,4,5,0,aceita,não,0.0,3700,452.0,56,4208
1,50,1,1,0,0,aceita,não,0.0,820,8.0,13,841
1,45,1,1,0,3,aceita,não,310.0,1137,41.0,8,1496
1,60,1,1,1,8,aceita,não,900.0,4600,100.0,59,5659
1,180,3,2,2,3,aceita,não,2200.0,2500,542.0,32,5274
1,68,2,2,1,14,aceita,não,762.0,2083,154.0,27,3026
1,35,1,1,0,4,aceita,não,500.0,1248,0.0,16,1764
1,170,3,3,4,4,aceita,não,2145.0,5000,871.0,64,8080
1,101,3,2,2,12,aceita,não,850.0,5500,445.0,70,6865
1,35,1,1,0,2,não aceita,sim,1.0,1587,0.0,21,1609
1,155,4,5,3,3,não aceita,não,3300.0,3500,1000.0,45,7845
1,213,3,4,3,2,aceita,não,1787.0,3800,639.0,49,6275
1,110,2,3,3,0,aceita,não,0.0,2200,8.0,34,2242
1,70,2,1,1,8,não aceita,não,600.0,2000,0.0,26,2626
0,44,1,1,0,7,aceita,não,350.0,550,12.0,7,919
1,73,2,2,1,16,aceita,não,550.0,2240,105.0,29,2924
1,40,1,1,0,0,não aceita,não,0.0,780,17.0,12,809
1,330,5,6,2,11,aceita,não,800.0,8950,250.0,114,10110
1,140,3,3,2,12,não aceita,não,1301.0,2400,250.0,31,3982
1,120,3,4,3,4,aceita,não,1300.0,4440,289.0,57,6086
1,60,3,2,1,0,aceita,sim,0.0,2430,0.0,37,2467
1,311,3,6,4,23,não aceita,sim,1800.0,12500,1084.0,159,15540
1,92,2,2,0,2,aceita,não,790.0,2650,234.0,34,3708
1,380,3,3,4,0,aceita,sim,0.0,4200,300.0,64,4564
1,69,2,2,2,8,aceita,sim,853.0,3063,197.0,13,4126
1,60,2,2,1,1,aceita,não,862.0,2514,0.0,32,3408
0,85,3,1,2,9,aceita,não,1225.0,2600,182.0,33,4040
1,140,4,2,1,8,aceita,sim,1800.0,2400,486.0,31,4717
1,50,2,1,1,14,aceita,não,600.0,1500,0.0,20,2120
1,25,1,1,0,1,não aceita,não,0.0,885,0.0,12,897
1,250,3,1,0,0,aceita,não,0.0,4300,542.0,65,4907
1,178,3,3,4,12,não aceita,sim,2180.0,15000,850.0,191,18220
1,145,3,3,2,2,aceita,não,2600.0,11000,475.0,140,14220
1,36,1,1,0,2,aceita,sim,290.0,1684,0.0,6,1980
0,144,4,3,2,13,aceita,não,1357.0,1750,210.0,23,3340
1,70,2,1,0,0,aceita,não,,1300,50.0,20,1370
1,30,1,1,0,12,aceita,sim,350.0,3300,0.0,42,3692
1,53,2,2,1,15,aceita,não,580.0,2100,41.0,27,2748
0,350,4,6,6,0,aceita,não,1200.0,7600,55.0,115,8970
1,30,1,1,0,2,não aceita,não,,2060,0.0,27,2087
1,17,1,1,0,2,aceita,não,0.0,2700,42.0,35,2777
1,200,3,3,1,5,aceita,não,1750.0,3200,167.0,41,5158
1,100,2,1,0,0,aceita,não,0.0,1100,125.0,17,1242
1,127,3,2,1,10,aceita,não,1393.0,6156,172.0,78,7799
1,58,2,1,0,13,aceita,não,389.0,1480,52.0,19,1940
1,25,1,1,0,2,não aceita,não,160.0,620,15.0,8,803
0,92,3,2,3,17,aceita,não,643.0,3700,299.0,47,4689
1,320,3,4,4,5,aceita,sim,5500.0,15000,1942.0,191,22630
0,82,1,1,1,0,aceita,não,290.0,1200,82.0,16,1588
1,65,2,2,1,12,não aceita,sim,980.0,6000,250.0,77,7307
1,80,2,1,0,0,aceita,não,0.0,1439,52.0,22,1513
1,50,1,1,1,12,não aceita,sim,773.0,3148,0.0,11,3932
1,50,2,1,1,8,aceita,não,580.0,1100,100.0,14,1794
1,20,1,1,0,9,aceita,sim,435.0,1650,0.0,12,2097
0,164,3,2,2,0,aceita,não,,2100,293.0,32,2425
1,260,4,5,5,3,aceita,sim,,15000,0.0,191,15190
1,40,1,1,0,0,aceita,não,0.0,960,0.0,15,975
0,200,3,3,3,0,aceita,não,0.0,2000,166.0,31,2197
1,22,1,1,0,26,aceita,não,302.0,2050,45.0,26,2423
1,390,3,3,2,1,não aceita,não,1800.0,6500,1000.0,83,9383
1,141,3,3,2,0,aceita,não,0.0,4000,409.0,61,4470
1,55,2,2,1,5,aceita,não,380.0,1850,0.0,24,2254
1,55,2,1,1,11,aceita,não,743.0,1300,22.0,17,2082
0,300,3,3,4,0,aceita,não,1.0,3800,450.0,58,4309
0,96,2,3,2,8,não aceita,não,590.0,4169,241.0,53,5053
1,100,3,2,1,0,aceita,não,0.0,3500,98.0,53,3651
1,50,2,1,1,1,aceita,não,496.0,1200,0.0,16,1712
0,250,2,1,6,0,aceita,não,0.0,2200,167.0,34,2401
0,74,3,2,1,17,aceita,não,706.0,1120,100.0,15,1941
1,62,2,2,1,9,aceita,sim,749.0,2500,45.0,32,3326
1,70,1,1,0,4,não aceita,não,430.0,1300,17.0,17,1764
1,18,1,1,0,0,aceita,não,0.0,1720,0.0,22,1742
1,80,2,2,2,0,aceita,sim,1000.0,5500,0.0,70,6570
0,62,2,1,2,7,aceita,não,609.0,1500,90.0,20,2219
0,77,3,1,0,0,aceita,não,474.0,1000,43.0,13,1530
1,86,2,1,1,12,aceita,não,1000.0,3007,84.0,39,4130
1,56,2,2,2,1,aceita,não,480.0,1630,42.0,21,2173
1,69,2,1,0,4,aceita,não,525.0,3000,0.0,22,3547
1,126,3,2,2,13,aceita,não,1280.0,2400,334.0,31,4045
1,70,2,1,1,8,aceita,não,800.0,2960,0.0,38,3798
1,205,3,3,4,0,aceita,não,0.0,6500,667.0,98,7265
1,70,2,1,1,7,aceita,não,650.0,1727,0.0,6,2383
1,130,2,2,2,3,aceita,não,1752.0,6200,634.0,79,8665
1,63,2,2,1,0,aceita,não,0.0,1920,79.0,29,2028
1,36,1,1,0,11,aceita,não,359.0,2100,70.0,27,2556
1,102,3,3,0,7,aceita,não,1270.0,3500,434.0,45,5249
1,49,1,1,1,3,não aceita,não,680.0,2300,200.0,30,3210
1,360,3,5,3,14,não aceita,não,3000.0,12500,125.0,159,15780
1,16,1,1,0,6,não aceita,não,250.0,1173,0.0,7,1448
1,120,2,3,1,15,não aceita,sim,1150.0,8500,212.0,108,9970
0,330,4,6,6,0,aceita,sim,680.0,8000,328.0,121,9129
1,40,1,1,0,1,não aceita,não,,980,0.0,13,993
1,188,3,3,1,4,não aceita,sim,1600.0,6000,334.0,77,8011
1,105,1,1,2,29,não aceita,não,1300.0,8700,417.0,111,10530
1,230,5,5,3,0,aceita,não,0.0,9900,620.0,149,10670
1,60,2,1,1,3,aceita,não,350.0,1600,55.0,21,2026
1,70,2,1,1,0,aceita,não,230.0,1300,50.0,17,1597
0,55,2,1,1,3,aceita,não,385.0,940,20.0,12,1357
1,100,3,3,2,13,aceita,não,980.0,6300,491.0,80,7851
1,270,3,4,0,1,aceita,não,0.0,3500,165.0,45,3710
1,36,1,1,1,9,aceita,sim,659.0,2600,145.0,10,3414
1,105,2,2,2,8,aceita,não,1544.0,6500,520.0,83,8647
1,120,2,1,1,0,aceita,não,,4000,24.0,61,4085
1,16,1,1,0,1,não aceita,não,0.0,850,9.0,11,870
1,300,4,4,4,12,aceita,não,3000.0,10000,1167.0,127,14290
1,115,2,2,1,18,aceita,sim,950.0,6500,125.0,83,7658
1,67,1,2,1,12,aceita,sim,845.0,2850,117.0,37,3849
1,100,2,1,0,0,não aceita,não,0.0,2000,110.0,31,2141
1,320,4,4,8,0,aceita,não,0.0,7000,980.0,106,8086
1,77,2,1,0,3,aceita,não,590.0,2050,0.0,26,2666
1,270,3,4,2,6,aceita,não,2890.0,6500,100.0,83,9573
0,104,2,3,2,1,aceita,sim,1300.0,4600,242.0,59,6201
1,70,2,1,1,7,aceita,sim,467.0,1800,170.0,23,2460
1,68,1,1,0,3,aceita,não,500.0,1500,0.0,20,2020
1,410,4,5,5,1,aceita,não,,20000,0.0,254,20250
1,60,1,1,0,3,não aceita,não,180.0,1200,0.0,16,1396
1,270,3,2,4,21,aceita,não,3200.0,13000,1250.0,165,17620
1,65,2,1,1,3,aceita,não,1300.0,3000,109.0,39,4448
1,100,2,1,3,0,não aceita,não,,2700,378.0,41,3119
1,250,3,4,2,10,aceita,não,2900.0,10000,584.0,127,13610
1,119,3,3,1,4,não aceita,sim,1500.0,3510,209.0,45,5264
1,394,4,6,4,23,aceita,sim,6000.0,4000,2500.0,51,12550
0,660,5,5,4,0,aceita,não,1400.0,5000,1000.0,76,7476
1,40,1,1,0,3,aceita,não,307.0,1555,0.0,20,1882
1,60,3,1,1,15,aceita,sim,556.0,2390,4.0,31,2981
1,240,3,2,2,17,não aceita,não,2680.0,9800,667.0,125,13270
1,180,3,1,1,18,aceita,não,1800.0,9500,482.0,121,11900
1,400,4,4,4,0,aceita,não,0.0,7500,742.0,113,8355
1,250,3,4,3,4,aceita,não,3570.0,14000,1256.0,178,19000
0,60,2,1,0,1,aceita,não,457.0,1170,55.0,15,1697
0,77,2,2,1,9,aceita,não,725.0,1200,71.0,16,2012
1,154,4,3,3,21,aceita,não,1684.0,7000,1020.0,89,9793
1,250,3,3,2,0,não aceita,não,,3700,459.0,56,4215
0,450,4,5,4,0,aceita,sim,0.0,6900,230.0,104,7234
1,179,3,3,0,9,não aceita,sim,1828.0,12000,472.0,153,14450
1,400,5,5,4,0,aceita,não,0.0,15000,1800.0,226,17030
1,102,2,1,0,1,aceita,não,200.0,1700,17.0,22,1939
1,45,2,2,0,0,não aceita,não,0.0,1630,84.0,25,1739
1,90,1,2,2,13,não aceita,sim,1500.0,8000,500.0,102,10100
1,230,3,3,3,7,aceita,não,2500.0,3916,586.0,50,7052
1,220,2,4,2,0,aceita,sim,0.0,6200,1200.0,94,7494
1,58,1,2,1,5,aceita,não,724.0,1250,0.0,16,1990
0,67,2,2,2,12,aceita,não,800.0,1070,84.0,14,1968
1,113,3,2,1,6,aceita,não,1000.0,3000,50.0,39,4089
1,111,3,4,3,1,aceita,não,2500.0,2700,704.0,35,5939
1,50,2,1,1,1,aceita,não,550.0,1450,0.0,19,2019
1,54,2,1,1,11,não aceita,sim,724.0,3500,119.0,45,4388
1,300,5,5,2,0,aceita,não,0.0,4000,220.0,61,4281
1,65,2,2,1,6,aceita,não,723.0,2360,81.0,30,3194
1,80,2,2,2,0,não aceita,não,0.0,3600,390.0,55,4045
1,50,2,1,1,11,aceita,não,560.0,1200,7.0,16,1783
1,35,1,1,1,1,aceita,não,0.0,1020,30.0,13,1063
1,200,3,2,1,0,não aceita,não,0.0,2700,300.0,41,3041
0,43,1,1,1,5,aceita,não,518.0,900,45.0,12,1475
1,41,1,1,0,12,aceita,não,290.0,1573,60.0,20,1943
1,63,1,1,1,9,não aceita,sim,1283.0,7400,286.0,94,9063
1,190,4,4,3,11,aceita,sim,2289.0,7000,860.0,89,10240
1,500,4,4,4,0,aceita,não,0.0,7500,552.0,113,8165
1,73,3,2,1,9,aceita,não,612.0,1850,95.0,24,2581
0,104,3,1,0,3,não aceita,não,600.0,700,69.0,9,1378
1,35,1,1,0,0,aceita,não,,700,80.0,11,791
1,120,2,2,2,0,aceita,não,100.0,5500,158.0,83,5841
1,55,2,3,2,0,aceita,não,170.0,1850,123.0,28,2171
1,240,2,1,5,0,aceita,não,0.0,2600,0.0,40,2640
1,400,4,5,3,3,aceita,sim,4670.0,6000,1195.0,77,11940
1,200,2,3,1,10,aceita,não,1750.0,4500,0.0,58,6308
1,40,1,1,1,1,não aceita,sim,580.0,2049,88.0,26,2743
1,68,2,1,0,12,aceita,não,470.0,1300,50.0,17,1837
1,150,2,3,0,0,aceita,não,0.0,4000,124.0,61,4185
1,50,2,1,1,8,aceita,não,400.0,1700,54.0,22,2176
0,113,3,2,2,11,aceita,não,700.0,1450,79.0,19,2248
1,88,2,2,2,1,não aceita,sim,1100.0,6250,490.0,80,7920
1,90,3,2,3,1,aceita,não,1018.0,1500,201.0,20,2739
1,350,3,3,8,0,aceita,não,,9240,1042.0,139,10420
1,340,4,6,4,0,aceita,sim,0.0,11470,1009.0,173,12650
1,86,2,1,1,9,não aceita,não,1100.0,5800,284.0,74,7258
1,216,4,3,0,17,aceita,sim,2250.0,8000,609.0,102,10960
1,170,4,5,3,14,aceita,sim,1927.0,5200,709.0,66,7902
1,400,3,3,6,0,aceita,não,,15000,1123.0,226,16350
0,77,2,1,1,7,aceita,sim,880.0,1200,129.0,16,2225
0,350,4,5,4,0,aceita,não,680.0,8000,417.0,121,9218
1,145,4,2,2,0,aceita,não,0.0,2230,250.0,34,2514
1,180,4,1,1,13,aceita,não,2420.0,8500,400.0,108,11430
1,144,4,2,2,6,aceita,não,1820.0,5500,667.0,70,8057
1,60,2,1,1,3,aceita,não,802.0,3005,6.0,39,3852
1,220,4,3,0,3,aceita,não,440.0,6000,0.0,77,6517
1,60,2,1,1,8,aceita,sim,1052.0,6400,114.0,82,7648
1,165,3,1,2,0,aceita,não,0.0,3800,0.0,25,3825
1,400,5,6,4,15,aceita,não,4000.0,3502,1250.0,45,8797
1,77,3,2,1,1,aceita,não,694.0,1900,38.0,25,2657
1,215,3,4,4,0,aceita,não,0.0,10000,373.0,151,10520
0,78,3,2,2,3,aceita,não,605.0,1780,68.0,23,2476
1,96,2,2,2,12,aceita,não,980.0,1800,225.0,23,3028
1,400,4,5,4,13,aceita,sim,2700.0,7000,1500.0,89,11290
1,120,3,2,2,5,não aceita,não,1520.0,5000,0.0,36,6556
1,53,2,1,1,8,aceita,sim,720.0,3250,67.0,42,4079
1,70,2,1,0,1,aceita,não,832.0,1750,0.0,13,2595
1,100,3,3,0,5,aceita,não,820.0,6330,148.0,81,7379
0,69,2,1,1,2,aceita,não,270.0,800,40.0,11,1121
1,25,1,1,0,0,não aceita,não,0.0,1350,87.0,21,1458
1,68,3,2,1,3,aceita,sim,455.0,1299,0.0,17,1771
1,30,1,1,1,10,aceita,sim,730.0,1850,70.0,24,2674
1,156,2,4,2,11,aceita,não,2690.0,10000,520.0,127,13340
1,33,1,1,0,12,não aceita,sim,385.0,3000,125.0,39,3549
1,205,3,5,1,8,aceita,não,1805.0,2800,775.0,36,5416
1,79,2,3,1,14,aceita,não,2500.0,3100,500.0,40,6140
1,70,3,2,1,4,aceita,sim,695.0,2550,284.0,33,3562
1,40,1,1,0,8,não aceita,não,0.0,1094,0.0,5,1099
0,438,5,4,0,0,aceita,não,0.0,7735,417.0,117,8269
1,30,1,1,0,0,não aceita,não,0.0,1000,43.0,13,1056
1,212,3,5,3,7,aceita,não,2300.0,7000,1084.0,89,10470
1,32,1,1,0,3,aceita,não,515.0,1700,29.0,22,2266
1,269,4,4,5,21,aceita,sim,2980.0,14000,1834.0,178,18990
1,63,2,1,1,5,aceita,não,460.0,1100,4.0,14,1578
1,39,1,1,0,10,aceita,sim,300.0,2000,0.0,26,2326
1,200,3,2,3,3,aceita,não,1600.0,4000,0.0,51,5651
1,290,3,3,1,5,aceita,não,2500.0,2500,340.0,32,5372
1,30,1,1,1,18,não aceita,não,2000.0,1950,229.0,25,4204
1,176,4,5,0,1,aceita,sim,1350.0,9500,792.0,121,11760
1,77,2,2,1,6,aceita,não,900.0,3000,80.0,39,4019
1,47,1,1,0,2,aceita,não,198.0,1490,66.0,19,1773
1,135,3,2,0,3,aceita,não,1400.0,4500,317.0,58,6275
1,108,2,3,2,0,aceita,não,450.0,2100,250.0,32,2832
1,212,4,3,2,17,aceita,não,2835.0,13800,694.0,175,17500
1,140,2,4,1,11,aceita,não,2200.0,8900,300.0,113,11510
0,51,2,1,1,1,não aceita,não,390.0,800,50.0,11,1251
1,42,1,1,1,9,aceita,sim,565.0,3800,24.0,49,4438
1,108,3,3,3,11,aceita,sim,1100.0,4000,455.0,51,5606
0,53,1,1,0,6,aceita,não,403.0,500,15.0,7,925
1,254,3,3,3,11,aceita,sim,4255.0,12750,1692.0,162,18860
0,67,3,1,1,1,não aceita,não,351.0,900,40.0,12,1303
1,50,2,1,1,1,aceita,não,500.0,2000,3.0,26,2529
1,115,4,4,3,2,aceita,não,2600.0,4000,417.0,51,7068
0,70,2,1,1,0,não aceita,não,341.0,1184,60.0,15,1600
1,140,3,4,2,6,aceita,não,1350.0,2500,200.0,32,4082
1,156,2,3,2,8,aceita,sim,2040.0,13590,292.0,173,16090
1,295,4,4,4,21,aceita,não,3700.0,9500,1417.0,121,14740
1,42,1,1,1,5,aceita,não,330.0,2100,107.0,27,2564
1,480,4,5,2,0,aceita,sim,,6000,2309.0,91,8400
1,65,1,2,2,3,não aceita,sim,950.0,3400,215.0,44,4609
1,220,4,5,3,9,aceita,não,2300.0,9700,1084.0,123,13210
1,57,2,1,2,8,aceita,não,710.0,2200,75.0,28,3013
1,170,3,3,0,10,aceita,não,1900.0,7500,529.0,96,10030
0,55,1,1,1,2,aceita,não,452.0,850,44.0,11,1357
1,117,4,5,4,16,aceita,não,1521.0,2500,646.0,32,4699
1,280,5,2,1,0,aceita,não,,8000,0.0,121,8121
1,140,4,3,2,10,aceita,não,2000.0,3800,334.0,49,6183
1,57,2,2,0,9,aceita,não,590.0,1908,125.0,25,2648
1,200,3,4,2,0,aceita,não,0.0,2500,500.0,38,3038
1,35,1,1,0,1,não aceita,não,0.0,900,50.0,12,962
0,30,1,1,0,15,aceita,não,280.0,500,10.0,7,797
1,42,1,1,0,9,aceita,sim,1290.0,1500,184.0,20,2994
0,69,2,1,1,7,não aceita,não,485.0,980,60.0,13,1538
1,60,2,1,1,7,aceita,não,460.0,1230,100.0,16,1806
1,253,3,5,5,9,aceita,não,2760.0,6750,1770.0,86,11370
1,220,4,5,2,0,aceita,não,0.0,6500,1176.0,98,7774
1,127,2,3,2,1,aceita,sim,996.0,3600,292.0,46,4934
1,85,3,2,1,10,aceita,sim,700.0,2730,113.0,35,3578
1,470,4,6,3,0,aceita,não,0.0,7200,1134.0,109,8443
1,124,3,3,2,16,aceita,não,1100.0,2791,339.0,36,4266
1,100,2,2,0,0,não aceita,não,0.0,3250,0.0,49,3299
1,60,2,2,1,11,aceita,não,1680.0,4000,200.0,51,5931
1,57,1,1,0,10,não aceita,não,500.0,2200,0.0,28,2728
1,54,1,1,1,20,aceita,sim,700.0,4500,167.0,58,5425
1,84,3,1,1,6,aceita,não,670.0,2180,100.0,28,2978
1,360,3,4,1,10,aceita,não,2300.0,10000,584.0,127,13010
1,51,2,1,0,12,aceita,sim,456.0,2000,0.0,26,2482
1,119,2,2,0,5,aceita,não,909.0,2350,0.0,30,3289
1,70,2,1,0,0,não aceita,não,0.0,1700,25.0,26,1751
1,100,3,3,2,3,não aceita,não,1100.0,4350,350.0,56,5856
1,100,2,1,0,4,aceita,não,0.0,1500,50.0,23,1573
1,79,2,1,1,3,aceita,não,513.0,1444,0.0,19,1976
1,220,3,4,3,2,não aceita,não,2500.0,5150,1250.0,66,8966
1,100,3,1,0,0,aceita,não,0.0,2700,292.0,41,3033
1,108,3,3,2,2,aceita,não,1200.0,3400,334.0,44,4978
1,230,2,1,8,0,aceita,não,0.0,4500,720.0,68,5288
1,103,3,3,2,3,aceita,sim,1310.0,6500,448.0,83,8341
1,90,3,2,2,2,aceita,não,1320.0,1700,225.0,22,3267
1,220,4,4,2,10,aceita,não,2500.0,3200,552.0,41,6293
1,125,3,2,2,11,aceita,não,1450.0,2100,372.0,27,3949
1,54,1,1,1,8,aceita,não,1290.0,3850,209.0,49,5398
1,300,5,5,3,0,aceita,não,0.0,4700,334.0,71,5105
1,280,3,5,3,0,aceita,não,0.0,8000,0.0,121,8121
1,45,2,2,0,0,não aceita,não,0.0,1650,84.0,25,1759
0,60,3,1,1,5,não aceita,não,600.0,1800,50.0,23,2473
1,100,2,2,1,15,aceita,não,1500.0,7100,0.0,90,8690
1,40,1,1,1,10,aceita,não,700.0,2600,25.0,33,3358
1,160,3,2,1,10,não aceita,não,1100.0,2300,109.0,30,3539
1,41,2,1,0,1,aceita,não,300.0,1478,0.0,19,1797
1,350,5,3,6,0,aceita,não,0.0,6070,1084.0,92,7246
1,300,3,3,3,0,aceita,não,0.0,3500,250.0,53,3803
1,89,2,2,2,20,aceita,sim,1518.0,4500,356.0,58,6432
1,325,4,5,7,0,aceita,sim,0.0,13000,825.0,196,14020
1,170,2,2,5,0,aceita,não,0.0,5500,600.0,83,6183
1,520,4,6,4,0,aceita,não,0.0,15000,2250.0,226,17480
1,480,4,6,5,9,aceita,não,6660.0,15000,3063.0,191,24910
1,45,1,1,1,2,aceita,não,565.0,2500,0.0,32,3097
1,89,3,1,1,2,aceita,não,1083.0,2000,255.0,26,3364
1,108,3,2,2,12,não aceita,não,900.0,2900,202.0,37,4039
0,48,2,1,0,5,aceita,não,263.0,1000,66.0,13,1342
1,160,3,2,2,18,aceita,sim,1530.0,1900,167.0,25,3622
1,160,2,3,3,0,aceita,não,0.0,7500,417.0,113,8030
1,100,4,3,2,2,aceita,não,1027.0,2500,369.0,32,3928
1,75,3,2,1,21,aceita,não,501.0,2900,28.0,37,3466
1,215,4,4,3,6,aceita,não,3800.0,3400,1084.0,44,8328
1,125,3,4,1,2,aceita,não,1100.0,4900,0.0,63,6063
1,94,3,2,3,5,aceita,não,820.0,2200,350.0,28,3398
1,60,2,1,1,8,aceita,não,850.0,2750,0.0,35,3635
1,66,2,1,1,10,não aceita,sim,700.0,3800,84.0,27,4611
1,300,4,5,4,0,aceita,não,0.0,5000,538.0,76,5614
1,102,3,3,2,12,aceita,não,1366.0,5702,276.0,73,7417
1,462,7,2,3,0,não aceita,não,0.0,8600,834.0,130,9564
0,51,2,1,2,13,não aceita,não,457.0,1850,56.0,24,2387
1,120,3,3,2,0,aceita,não,0.0,3500,122.0,53,3675
1,35,1,1,1,10,não aceita,sim,1400.0,2800,205.0,36,4441
1,229,4,2,3,2,aceita,sim,1100.0,5500,409.0,70,7079
1,530,4,5,6,0,não aceita,não,0.0,15000,0.0,226,15230
0,74,3,1,1,3,aceita,não,350.0,1000,54.0,13,1417
1,96,2,1,1,2,aceita,não,1080.0,4300,118.0,55,5553
1,181,4,5,3,5,aceita,não,2100.0,2600,579.0,33,5312
1,38,1,1,1,1,aceita,não,437.0,1942,14.0,9,2402
1,260,2,3,4,0,aceita,não,0.0,5500,142.0,83,5725
1,126,3,2,0,1,aceita,não,150.0,2210,125.0,28,2513
1,98,1,2,2,4,não aceita,sim,1750.0,8400,580.0,107,10840
1,220,4,3,3,20,aceita,sim,2080.0,5500,1092.0,70,8742
1,164,3,2,2,6,aceita,não,3182.0,8500,608.0,108,12400
1,50,1,1,1,3,não aceita,sim,690.0,4230,36.0,54,5010
0,55,2,1,1,1,aceita,não,360.0,900,53.0,12,1325
0,300,4,4,3,2,aceita,não,2300.0,6000,417.0,77,8794
1,40,1,1,1,1,aceita,não,0.0,1300,30.0,17,1347
1,68,2,1,1,8,aceita,não,384.0,1306,0.0,17,1707
1,220,2,2,3,0,aceita,não,0.0,10500,750.0,158,11410
1,270,2,3,4,0,aceita,não,0.0,3270,169.0,50,3489
1,255,3,4,4,9,aceita,sim,1650.0,5000,125.0,64,6839
1,49,1,1,1,10,não aceita,não,680.0,2300,200.0,30,3210
1,300,3,3,5,0,aceita,não,0.0,5000,584.0,76,5660
1,300,4,5,2,6,aceita,sim,3600.0,7800,609.0,99,12110
1,38,2,1,0,5,aceita,sim,577.0,3200,50.0,41,3868
1,150,3,3,3,11,aceita,não,2270.0,6000,754.0,77,9101
0,200,3,2,3,0,aceita,não,300.0,2550,600.0,39,3489
1,427,4,6,4,13,aceita,não,3440.0,10000,1350.0,127,14920
1,75,3,1,1,2,aceita,sim,770.0,1900,85.0,25,2780
1,150,3,3,2,0,aceita,não,,3300,135.0,50,3485
1,300,3,1,2,0,aceita,não,0.0,4500,292.0,68,4860
1,220,3,2,1,0,aceita,não,0.0,5000,500.0,76,5576
1,213,3,5,5,10,aceita,não,3800.0,6200,,79,10080
1,320,4,6,4,4,aceita,não,5400.0,15000,175.0,191,20770
1,84,3,2,1,3,não aceita,sim,741.0,2175,185.0,28,3129
1,75,2,1,0,0,não aceita,sim,450.0,2500,94.0,32,3076
1,57,2,1,0,4,aceita,não,318.0,1700,0.0,22,2040
1,16,1,1,0,1,não aceita,não,0.0,850,9.0,11,870
0,72,2,2,1,7,aceita,não,480.0,850,9.0,11,1350
1,140,3,4,2,11,aceita,sim,1750.0,12000,615.0,153,14520
0,80,2,2,1,8,aceita,sim,860.0,2000,34.0,26,2920
1,170,3,3,3,7,aceita,não,2450.0,3000,1015.0,39,6504
1,67,3,1,1,9,aceita,não,626.0,1550,110.0,20,2306
